attribute_name,transformed_name,attribute_id,attribute_path,bedes_content_uuid,bedes_term,bedes_category,bedes_definition,bedes_url,distance,match_type,matched_to_term,term_or_lo,matched_term_URL,matched_to_word,matched_word_example_URL,unmatched_words
FloorAreas,Floor Areas,79553,BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem.HeatingAndCoolingSystems.Deliveries.Delivery.LinkedPremises.ThermalZone.LinkedThermalZoneID.FloorAreas,,,,,,,Words: all Term,"Floor,  Areas","List-Option,  Term","https://bedes.lbl.gov/node/ad1928cc-d319-4ac5-8a48-d626afeb8e56, https://bedes.lbl.gov/node/09d61aee-b740-4655-8a5c-75ccf98d3731",,,
FloorArea,Floor Area,79554,BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem.HeatingAndCoolingSystems.Deliveries.Delivery.LinkedPremises.ThermalZone.LinkedThermalZoneID.FloorAreas.FloorArea,,,,,,,Words: all Term,"Floor,  Area","List-Option,  Term","https://bedes.lbl.gov/node/ad1928cc-d319-4ac5-8a48-d626afeb8e56, https://bedes.lbl.gov/node/09d61aee-b740-4655-8a5c-75ccf98d3731",,,
FloorAreaType,Floor Area Type,79555,BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem.HeatingAndCoolingSystems.Deliveries.Delivery.LinkedPremises.ThermalZone.LinkedThermalZoneID.FloorAreas.FloorArea.FloorAreaType,,,,,,,"Words: Term, Word","Floor,  Area","List-Option,  Term","https://bedes.lbl.gov/node/ad1928cc-d319-4ac5-8a48-d626afeb8e56, https://bedes.lbl.gov/node/09d61aee-b740-4655-8a5c-75ccf98d3731",Type,https://bedes.lbl.gov/node/de020bd3-d8df-47d9-a283-07ff78275c84,
FloorAreaCustomName,Floor Area Custom Name,79556,BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem.HeatingAndCoolingSystems.Deliveries.Delivery.LinkedPremises.ThermalZone.LinkedThermalZoneID.FloorAreas.FloorArea.FloorAreaCustomName,,,,,,,"Words: Term, Unmatched","Floor,  Area,  Name","List-Option,  Term,  List-Option","https://bedes.lbl.gov/node/ad1928cc-d319-4ac5-8a48-d626afeb8e56, https://bedes.lbl.gov/node/09d61aee-b740-4655-8a5c-75ccf98d3731, https://bedes.lbl.gov/node/7f7a2ada-00a2-4354-9c71-18c024765239",,,Custom
FloorAreaValue,Floor Area Value,79557,BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem.HeatingAndCoolingSystems.Deliveries.Delivery.LinkedPremises.ThermalZone.LinkedThermalZoneID.FloorAreas.FloorArea.FloorAreaValue,,,,,,,Words: all Term,"Floor,  Area,  Value","List-Option,  Term,  Term","https://bedes.lbl.gov/node/ad1928cc-d319-4ac5-8a48-d626afeb8e56, https://bedes.lbl.gov/node/09d61aee-b740-4655-8a5c-75ccf98d3731, https://bedes.lbl.gov/node/da999cb7-348a-461f-aa5f-b1c37857be79",,,
FloorAreaPercentage,Floor Area Percentage,79558,BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem.HeatingAndCoolingSystems.Deliveries.Delivery.LinkedPremises.ThermalZone.LinkedThermalZoneID.FloorAreas.FloorArea.FloorAreaPercentage,,,,,,,"Words: Term, Word","Floor,  Area","List-Option,  Term","https://bedes.lbl.gov/node/ad1928cc-d319-4ac5-8a48-d626afeb8e56, https://bedes.lbl.gov/node/09d61aee-b740-4655-8a5c-75ccf98d3731",Percentage,https://bedes.lbl.gov/node/83a7940f-046b-4b7a-b4f4-382e156c0d9e,
ExcludedSectionIDs,Excluded Section Identifier,79559,BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem.HeatingAndCoolingSystems.Deliveries.Delivery.LinkedPremises.ThermalZone.LinkedThermalZoneID.FloorAreas.FloorArea.ExcludedSectionIDs,,,,,,,"Words: Term, Word, Unmatched",Identifier,Term,https://bedes.lbl.gov/node/fb871c36-a226-4297-b674-319455f05f83,Section,https://bedes.lbl.gov/node/f004b8d9-f128-4a19-b11d-56be188989f0,Excluded
ExcludedSectionID,Excluded Section Identifier,79560,BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem.HeatingAndCoolingSystems.Deliveries.Delivery.LinkedPremises.ThermalZone.LinkedThermalZoneID.FloorAreas.FloorArea.ExcludedSectionIDs.ExcludedSectionID,,,,,,,"Words: Term, Word, Unmatched",Identifier,Term,https://bedes.lbl.gov/node/fb871c36-a226-4297-b674-319455f05f83,Section,https://bedes.lbl.gov/node/f004b8d9-f128-4a19-b11d-56be188989f0,Excluded
Story,Floor,79561,BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem.HeatingAndCoolingSystems.Deliveries.Delivery.LinkedPremises.ThermalZone.LinkedThermalZoneID.FloorAreas.FloorArea.Story,9faff201-b000-41cf-9b8a-6955b6937eea,Floor,,Stories or floors made up of spaces that are all on the same level.,https://bedes.lbl.gov/node/9faff201-b000-41cf-9b8a-6955b6937eea,1.0,Term-to-List-Option Match,,,,,,
Space,Space,79562,BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem.HeatingAndCoolingSystems.Deliveries.Delivery.LinkedPremises.Space,1bc16d94-c485-4a6e-ad52-182d753b317b,Space,,"A space is a section within a building or area that aids the primary activity and could not stand alone, such as a hallway or a closet.",https://bedes.lbl.gov/node/1bc16d94-c485-4a6e-ad52-182d753b317b,1.0,Term-to-List-Option Match,,,,,,
LinkedSpaceID,Linked Space Identifier,79563,BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem.HeatingAndCoolingSystems.Deliveries.Delivery.LinkedPremises.Space.LinkedSpaceID,,,,,,,"Words: Term, Unmatched","Space,  Identifier","List-Option,  Term","https://bedes.lbl.gov/node/1656d1aa-d0e0-4486-9875-8cc080996256, https://bedes.lbl.gov/node/fb871c36-a226-4297-b674-319455f05f83",,,Linked
LinkedScheduleIDs,Linked Schedule Identifier,79564,BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem.HeatingAndCoolingSystems.Deliveries.Delivery.LinkedPremises.Space.LinkedSpaceID.LinkedScheduleIDs,,,,,,,"Words: Term, Unmatched","Schedule,  Identifier","List-Option,  Term","https://bedes.lbl.gov/node/8fbe43d0-4ba3-4c0c-ac70-7e397d4ca60b, https://bedes.lbl.gov/node/fb871c36-a226-4297-b674-319455f05f83",,,Linked
LinkedScheduleID,Linked Schedule Identifier,79565,BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem.HeatingAndCoolingSystems.Deliveries.Delivery.LinkedPremises.Space.LinkedSpaceID.LinkedScheduleIDs.LinkedScheduleID,,,,,,,"Words: Term, Unmatched","Schedule,  Identifier","List-Option,  Term","https://bedes.lbl.gov/node/8fbe43d0-4ba3-4c0c-ac70-7e397d4ca60b, https://bedes.lbl.gov/node/fb871c36-a226-4297-b674-319455f05f83",,,Linked
FloorAreas,Floor Areas,79566,BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem.HeatingAndCoolingSystems.Deliveries.Delivery.LinkedPremises.Space.LinkedSpaceID.FloorAreas,,,,,,,Words: all Term,"Floor,  Areas","List-Option,  Term","https://bedes.lbl.gov/node/ad1928cc-d319-4ac5-8a48-d626afeb8e56, https://bedes.lbl.gov/node/09d61aee-b740-4655-8a5c-75ccf98d3731",,,
FloorArea,Floor Area,79567,BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem.HeatingAndCoolingSystems.Deliveries.Delivery.LinkedPremises.Space.LinkedSpaceID.FloorAreas.FloorArea,,,,,,,Words: all Term,"Floor,  Area","List-Option,  Term","https://bedes.lbl.gov/node/ad1928cc-d319-4ac5-8a48-d626afeb8e56, https://bedes.lbl.gov/node/09d61aee-b740-4655-8a5c-75ccf98d3731",,,
FloorAreaType,Floor Area Type,79568,BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem.HeatingAndCoolingSystems.Deliveries.Delivery.LinkedPremises.Space.LinkedSpaceID.FloorAreas.FloorArea.FloorAreaType,,,,,,,"Words: Term, Word","Floor,  Area","List-Option,  Term","https://bedes.lbl.gov/node/ad1928cc-d319-4ac5-8a48-d626afeb8e56, https://bedes.lbl.gov/node/09d61aee-b740-4655-8a5c-75ccf98d3731",Type,https://bedes.lbl.gov/node/de020bd3-d8df-47d9-a283-07ff78275c84,
FloorAreaCustomName,Floor Area Custom Name,79569,BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem.HeatingAndCoolingSystems.Deliveries.Delivery.LinkedPremises.Space.LinkedSpaceID.FloorAreas.FloorArea.FloorAreaCustomName,,,,,,,"Words: Term, Unmatched","Floor,  Area,  Name","List-Option,  Term,  List-Option","https://bedes.lbl.gov/node/ad1928cc-d319-4ac5-8a48-d626afeb8e56, https://bedes.lbl.gov/node/09d61aee-b740-4655-8a5c-75ccf98d3731, https://bedes.lbl.gov/node/7f7a2ada-00a2-4354-9c71-18c024765239",,,Custom
FloorAreaValue,Floor Area Value,79570,BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem.HeatingAndCoolingSystems.Deliveries.Delivery.LinkedPremises.Space.LinkedSpaceID.FloorAreas.FloorArea.FloorAreaValue,,,,,,,Words: all Term,"Floor,  Area,  Value","List-Option,  Term,  Term","https://bedes.lbl.gov/node/ad1928cc-d319-4ac5-8a48-d626afeb8e56, https://bedes.lbl.gov/node/09d61aee-b740-4655-8a5c-75ccf98d3731, https://bedes.lbl.gov/node/da999cb7-348a-461f-aa5f-b1c37857be79",,,
FloorAreaPercentage,Floor Area Percentage,79571,BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem.HeatingAndCoolingSystems.Deliveries.Delivery.LinkedPremises.Space.LinkedSpaceID.FloorAreas.FloorArea.FloorAreaPercentage,,,,,,,"Words: Term, Word","Floor,  Area","List-Option,  Term","https://bedes.lbl.gov/node/ad1928cc-d319-4ac5-8a48-d626afeb8e56, https://bedes.lbl.gov/node/09d61aee-b740-4655-8a5c-75ccf98d3731",Percentage,https://bedes.lbl.gov/node/83a7940f-046b-4b7a-b4f4-382e156c0d9e,
ExcludedSectionIDs,Excluded Section Identifier,79572,BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem.HeatingAndCoolingSystems.Deliveries.Delivery.LinkedPremises.Space.LinkedSpaceID.FloorAreas.FloorArea.ExcludedSectionIDs,,,,,,,"Words: Term, Word, Unmatched",Identifier,Term,https://bedes.lbl.gov/node/fb871c36-a226-4297-b674-319455f05f83,Section,https://bedes.lbl.gov/node/f004b8d9-f128-4a19-b11d-56be188989f0,Excluded
ExcludedSectionID,Excluded Section Identifier,79573,BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem.HeatingAndCoolingSystems.Deliveries.Delivery.LinkedPremises.Space.LinkedSpaceID.FloorAreas.FloorArea.ExcludedSectionIDs.ExcludedSectionID,,,,,,,"Words: Term, Word, Unmatched",Identifier,Term,https://bedes.lbl.gov/node/fb871c36-a226-4297-b674-319455f05f83,Section,https://bedes.lbl.gov/node/f004b8d9-f128-4a19-b11d-56be188989f0,Excluded
Story,Floor,79574,BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem.HeatingAndCoolingSystems.Deliveries.Delivery.LinkedPremises.Space.LinkedSpaceID.FloorAreas.FloorArea.Story,9faff201-b000-41cf-9b8a-6955b6937eea,Floor,,Stories or floors made up of spaces that are all on the same level.,https://bedes.lbl.gov/node/9faff201-b000-41cf-9b8a-6955b6937eea,1.0,Term-to-List-Option Match,,,,,,
Location,Location,79575,BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem.HeatingAndCoolingSystems.Deliveries.Delivery.Location,f1f0585d-19da-47e1-824f-6e109fb136c8,Location,Global Terms,"Spatial location or installation location. This can apply to systems, opaque surfaces, etc.",https://bedes.lbl.gov/node/f1f0585d-19da-47e1-824f-6e109fb136c8,1.0,Term-to-Term Match,,,,,,
UserDefinedFields,User Defined Fields,79576,BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem.HeatingAndCoolingSystems.Deliveries.Delivery.UserDefinedFields,,,,,,,"Words: Term, Unmatched",Fields,List-Option,https://bedes.lbl.gov/node/2197fa42-a8d5-4a14-8518-2ec84c2e75d7,,,"User,  Defined"
UserDefinedField,User Defined Field,79577,BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem.HeatingAndCoolingSystems.Deliveries.Delivery.UserDefinedFields.UserDefinedField,,,,,,,"Words: Term, Unmatched",Field,List-Option,https://bedes.lbl.gov/node/14adeb1e-a73d-4700-8f51-215d01edbcd5,,,"User,  Defined"
FieldName,Field Name,79578,BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem.HeatingAndCoolingSystems.Deliveries.Delivery.UserDefinedFields.UserDefinedField.FieldName,,,,,,,Words: all Term,"Field,  Name","List-Option,  List-Option","https://bedes.lbl.gov/node/14adeb1e-a73d-4700-8f51-215d01edbcd5, https://bedes.lbl.gov/node/7f7a2ada-00a2-4354-9c71-18c024765239",,,
FieldValue,Field Value,79579,BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem.HeatingAndCoolingSystems.Deliveries.Delivery.UserDefinedFields.UserDefinedField.FieldValue,,,,,,,Words: all Term,"Field,  Value","List-Option,  Term","https://bedes.lbl.gov/node/14adeb1e-a73d-4700-8f51-215d01edbcd5, https://bedes.lbl.gov/node/da999cb7-348a-461f-aa5f-b1c37857be79",,,
DuctSystems,Duct Systems,79580,BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem.DuctSystems,,,,,,,Words: all Term,"Duct,  Systems","List-Option,  List-Option","https://bedes.lbl.gov/node/e49e5506-20ec-4c24-9ff5-2aa5a0f5d7ae, https://bedes.lbl.gov/node/17088d19-ae84-4a27-8905-add18338ebef",,,
DuctSystem,Duct System,79581,BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem.DuctSystems.DuctSystem,,,,,,,Words: all Term,"Duct,  System","List-Option,  List-Option","https://bedes.lbl.gov/node/e49e5506-20ec-4c24-9ff5-2aa5a0f5d7ae, https://bedes.lbl.gov/node/17088d19-ae84-4a27-8905-add18338ebef",,,
DuctConfiguration,Duct Configuration,79582,BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem.DuctSystems.DuctSystem.DuctConfiguration,3dc02a04-acea-48a1-ac28-5eea3762d38b,Duct Configuration,HVAC,Configuration of ducts.,https://bedes.lbl.gov/node/3dc02a04-acea-48a1-ac28-5eea3762d38b,1.0,Term-to-Term Match,,,,,,
MinimumOutsideAirPercentage,Minimum Outside Air Percentage,79583,BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem.DuctSystems.DuctSystem.MinimumOutsideAirPercentage,,,,,,,Words: all Term,"Outside Air Percentage,  Minimum","List-Option,  List-Option","https://bedes.lbl.gov/node/95eee98b-dfb8-40bc-b9ec-297a081c2f98, https://bedes.lbl.gov/node/cbc79305-96bb-4fdf-bfca-8eca07364ce5",,,
DuctInsulationCondition,Duct Insulation Condition,79584,BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem.DuctSystems.DuctSystem.DuctInsulationCondition,,,,,,,Words: all Term,"Duct,  Insulation,  Condition","List-Option,  List-Option,  Term","https://bedes.lbl.gov/node/e49e5506-20ec-4c24-9ff5-2aa5a0f5d7ae, https://bedes.lbl.gov/node/b12bc49f-a6bf-4542-9082-e82a7bb924e3, https://bedes.lbl.gov/node/c38f9cc1-b4fe-459f-a194-41188cc02e89",,,
DuctSealing,Duct Sealing,79585,BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem.DuctSystems.DuctSystem.DuctSealing,8ed38792-f221-4c75-a6e9-e008506f9f1c,Duct Sealing,HVAC,Condition of duct sealing.,https://bedes.lbl.gov/node/8ed38792-f221-4c75-a6e9-e008506f9f1c,1.0,Term-to-Term Match,,,,,,
DuctInsulationRValue,Duct Insulation R Value,79586,BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem.DuctSystems.DuctSystem.DuctInsulationRValue,558bdf3e-e217-42b9-a232-248beed79a7c,Duct Insulation R Value,HVAC,R-value of duct insulation.,https://bedes.lbl.gov/node/558bdf3e-e217-42b9-a232-248beed79a7c,1.0,Term-to-Term Match,,,,,,
DuctSurfaceArea,Duct Surface Area,79587,BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem.DuctSystems.DuctSystem.DuctSurfaceArea,7ca7edef-5560-4a39-ae50-1f6ef6d2ce02,Duct Surface Area,HVAC,Total surface area of ducts associated with this air distribution system.,https://bedes.lbl.gov/node/7ca7edef-5560-4a39-ae50-1f6ef6d2ce02,1.0,Term-to-Term Match,,,,,,
SupplyDuctPercentConditionedSpace,Supply Duct Percent Conditioned Space,79588,BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem.DuctSystems.DuctSystem.SupplyDuctPercentConditionedSpace,a396a147-89ce-4e17-ab0a-c7568f945b73,Supply Duct Percent Conditioned Space,HVAC,Percentage of supply duct surface area that is located within conditioned space (0-1).,https://bedes.lbl.gov/node/a396a147-89ce-4e17-ab0a-c7568f945b73,1.0,Term-to-Term Match,,,,,,
ReturnDuctPercentConditionedSpace,Return Duct Percent Conditioned Space,79589,BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem.DuctSystems.DuctSystem.ReturnDuctPercentConditionedSpace,1419c3b8-089a-4119-aaf5-2df1bcc6d3a4,Return Duct Percent Conditioned Space,HVAC,"Percentage of return duct surface area, including the air handler, that is located within conditioned space (0-1).",https://bedes.lbl.gov/node/1419c3b8-089a-4119-aaf5-2df1bcc6d3a4,1.0,Term-to-Term Match,,,,,,
StaticPressureInstalled,Static Pressure Installed,79590,BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem.DuctSystems.DuctSystem.StaticPressureInstalled,,,,,,,Words: all Term,"Static Pressure,  Installed","Term,  List-Option","https://bedes.lbl.gov/node/3480e7a9-e188-48ff-ab86-acd6463fed10, https://bedes.lbl.gov/node/89e2f3f7-3a4e-42f5-bed5-3c1bb8113edd",,,
DuctType,Duct Type,79591,BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem.DuctSystems.DuctSystem.DuctType,a41b77a8-d6db-4a08-8667-9987ce987c37,Duct Type,HVAC,Type of duct material.,https://bedes.lbl.gov/node/a41b77a8-d6db-4a08-8667-9987ce987c37,1.0,Term-to-Term Match,,,,,,
DuctLeakageTestMethod,Duct Leakage Test Method,79592,BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem.DuctSystems.DuctSystem.DuctLeakageTestMethod,b48470c5-d5d5-4e26-8e92-df2d0392ba1d,Duct Leakage Test Method,HVAC,Method used to estimate duct leakage,https://bedes.lbl.gov/node/b48470c5-d5d5-4e26-8e92-df2d0392ba1d,1.0,Term-to-Term Match,,,,,,
DuctPressureTestLeakageRate,Duct Pressure Test Leakage Rate,79593,BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem.DuctSystems.DuctSystem.DuctPressureTestLeakageRate,78c1ec5e-a1e8-4e76-a259-d105fb7e582b,Duct Pressure Test Leakage Rate,HVAC,Duct leakage found from pressure test. Reported in cubic feet per minute.,https://bedes.lbl.gov/node/78c1ec5e-a1e8-4e76-a259-d105fb7e582b,1.0,Term-to-Term Match,,,,,,
SupplyFractionOfDuctLeakage,Supply Fraction Of Duct Leakage,79594,BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem.DuctSystems.DuctSystem.SupplyFractionOfDuctLeakage,57df976a-7723-461a-9094-5eb89d9389a5,Supply Fraction Of Duct Leakage,HVAC,Fraction of total duct leakage that is on the supply side. Remainder is assumed to be on the return side (0-1).,https://bedes.lbl.gov/node/57df976a-7723-461a-9094-5eb89d9389a5,1.0,Term-to-Term Match,,,,,,
DuctPressureTestLeakagePercentage,Duct Pressure Test Leakage Percentage,79595,BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem.DuctSystems.DuctSystem.DuctPressureTestLeakagePercentage,adb13911-181f-4dd6-9585-6db754ddcbad,Duct Pressure Test Leakage Percentage,HVAC,Duct leakage found from pressure test. Reported as a percentage. [%],https://bedes.lbl.gov/node/adb13911-181f-4dd6-9585-6db754ddcbad,1.0,Term-to-Term Match,,,,,,
HeatingDeliveryID,Heating Delivery Identifier,79596,BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem.DuctSystems.DuctSystem.HeatingDeliveryID,,,,,,,Words: all Term,"Heating,  Delivery,  Identifier","List-Option,  List-Option,  Term","https://bedes.lbl.gov/node/87d699d6-5d8f-4648-9418-0ff048616c14, https://bedes.lbl.gov/node/68a88522-7570-47d7-acd4-8f881ca73f13, https://bedes.lbl.gov/node/fb871c36-a226-4297-b674-319455f05f83",,,
CoolingDeliveryID,Cooling Delivery Identifier,79597,BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem.DuctSystems.DuctSystem.CoolingDeliveryID,,,,,,,Words: all Term,"Cooling,  Delivery,  Identifier","List-Option,  List-Option,  Term","https://bedes.lbl.gov/node/b8abe712-0cd3-4278-80a6-6088e928fce2, https://bedes.lbl.gov/node/68a88522-7570-47d7-acd4-8f881ca73f13, https://bedes.lbl.gov/node/fb871c36-a226-4297-b674-319455f05f83",,,
DuctSystemCondition,Duct System Condition,79598,BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem.DuctSystems.DuctSystem.DuctSystemCondition,,,,,,,Words: all Term,"Duct,  System,  Condition","List-Option,  List-Option,  Term","https://bedes.lbl.gov/node/e49e5506-20ec-4c24-9ff5-2aa5a0f5d7ae, https://bedes.lbl.gov/node/17088d19-ae84-4a27-8905-add18338ebef, https://bedes.lbl.gov/node/c38f9cc1-b4fe-459f-a194-41188cc02e89",,,
MaximumOAFlowRate,Maximum Outside Air Flow Rate,79599,BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem.DuctSystems.DuctSystem.MaximumOAFlowRate,,,,,,,Words: all Term,"Outside Air Flow Rate,  Maximum","List-Option,  List-Option","https://bedes.lbl.gov/node/7c1cceb3-3252-4765-90b8-f3ace74fd418, https://bedes.lbl.gov/node/513b467e-aeec-4838-8931-d60ca899e0a2",,,
MaximumOutsideAirFlowRate,Maximum Outside Air Flow Rate,79600,BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem.DuctSystems.DuctSystem.MaximumOutsideAirFlowRate,,,,,,,Words: all Term,"Outside Air Flow Rate,  Maximum","List-Option,  List-Option","https://bedes.lbl.gov/node/7c1cceb3-3252-4765-90b8-f3ace74fd418, https://bedes.lbl.gov/node/513b467e-aeec-4838-8931-d60ca899e0a2",,,
Quantity,Quantity,79601,BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem.DuctSystems.DuctSystem.Quantity,aebf37a3-692f-4129-a659-ddd8ebaed422,Quantity,Global Terms,The number of specified units,https://bedes.lbl.gov/node/aebf37a3-692f-4129-a659-ddd8ebaed422,1.0,Term-to-Term Match,,,,,,
Location,Location,79602,BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem.DuctSystems.DuctSystem.Location,f1f0585d-19da-47e1-824f-6e109fb136c8,Location,Global Terms,"Spatial location or installation location. This can apply to systems, opaque surfaces, etc.",https://bedes.lbl.gov/node/f1f0585d-19da-47e1-824f-6e109fb136c8,1.0,Term-to-Term Match,,,,,,
YearInstalled,Year Installed,79603,BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem.DuctSystems.DuctSystem.YearInstalled,,,,,,,"Words: Term, Word",Installed,List-Option,https://bedes.lbl.gov/node/89e2f3f7-3a4e-42f5-bed5-3c1bb8113edd,Year,https://bedes.lbl.gov/node/4c521191-18e1-47c3-8992-0921c4b571ec,
YearOfManufacture,Year Of Manufacture,79604,BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem.DuctSystems.DuctSystem.YearOfManufacture,935c6bff-fc4f-4fed-a9d2-59bfd70268df,Year of Manufacture,Global Terms,Year the product was produced and labeled by the manufacturer.,https://bedes.lbl.gov/node/935c6bff-fc4f-4fed-a9d2-59bfd70268df,1.0,Term-to-Term Match,,,,,,
Manufacturer,Manufacturer,79605,BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem.DuctSystems.DuctSystem.Manufacturer,b5eee59c-938f-4ad2-b987-4ec1b620f757,Manufacturer,Global Terms,Manufacturer of the product.,https://bedes.lbl.gov/node/b5eee59c-938f-4ad2-b987-4ec1b620f757,1.0,Term-to-Term Match,,,,,,
ModelNumber,Model Number,79606,BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem.DuctSystems.DuctSystem.ModelNumber,77ad671a-e05f-4700-81aa-cc6d4c43a26a,Model Number,Global Terms,Model or catalogue number that can be used to identify more detailed component or asset characteristics.,https://bedes.lbl.gov/node/77ad671a-e05f-4700-81aa-cc6d4c43a26a,1.0,Term-to-Term Match,,,,,,
LinkedPremises,Linked Premises,79607,BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem.DuctSystems.DuctSystem.LinkedPremises,,,,,,,"Words: Term, Unmatched",Premises,List-Option,https://bedes.lbl.gov/node/195698ac-0fbc-4457-9b6d-71c95d98f564,,,Linked
Facility,Facility,79608,BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem.DuctSystems.DuctSystem.LinkedPremises.Facility,,,,,,,Words: all Word,,,,Facility,https://bedes.lbl.gov/node/f1573c10-fc34-4e6c-9b65-4766bdeedb88,
LinkedFacilityID,Linked Facility Identifier,79609,BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem.DuctSystems.DuctSystem.LinkedPremises.Facility.LinkedFacilityID,,,,,,,"Words: Term, Word, Unmatched",Identifier,Term,https://bedes.lbl.gov/node/fb871c36-a226-4297-b674-319455f05f83,Facility,https://bedes.lbl.gov/node/f1573c10-fc34-4e6c-9b65-4766bdeedb88,Linked
LinkedScheduleIDs,Linked Schedule Identifier,79610,BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem.DuctSystems.DuctSystem.LinkedPremises.Facility.LinkedFacilityID.LinkedScheduleIDs,,,,,,,"Words: Term, Unmatched","Schedule,  Identifier","List-Option,  Term","https://bedes.lbl.gov/node/8fbe43d0-4ba3-4c0c-ac70-7e397d4ca60b, https://bedes.lbl.gov/node/fb871c36-a226-4297-b674-319455f05f83",,,Linked
LinkedScheduleID,Linked Schedule Identifier,79611,BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem.DuctSystems.DuctSystem.LinkedPremises.Facility.LinkedFacilityID.LinkedScheduleIDs.LinkedScheduleID,,,,,,,"Words: Term, Unmatched","Schedule,  Identifier","List-Option,  Term","https://bedes.lbl.gov/node/8fbe43d0-4ba3-4c0c-ac70-7e397d4ca60b, https://bedes.lbl.gov/node/fb871c36-a226-4297-b674-319455f05f83",,,Linked
FloorAreas,Floor Areas,79612,BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem.DuctSystems.DuctSystem.LinkedPremises.Facility.LinkedFacilityID.FloorAreas,,,,,,,Words: all Term,"Floor,  Areas","List-Option,  Term","https://bedes.lbl.gov/node/ad1928cc-d319-4ac5-8a48-d626afeb8e56, https://bedes.lbl.gov/node/09d61aee-b740-4655-8a5c-75ccf98d3731",,,
FloorArea,Floor Area,79613,BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem.DuctSystems.DuctSystem.LinkedPremises.Facility.LinkedFacilityID.FloorAreas.FloorArea,,,,,,,Words: all Term,"Floor,  Area","List-Option,  Term","https://bedes.lbl.gov/node/ad1928cc-d319-4ac5-8a48-d626afeb8e56, https://bedes.lbl.gov/node/09d61aee-b740-4655-8a5c-75ccf98d3731",,,
