BuildingSyncPath,State,RequiredValues,RequiredPairedElement
Audits.Audit.Sites.Site.FloorAreas.FloorArea.FloorAreaPercentage,,,
Audits.Audit.Sites.Site.FloorAreas.FloorArea.Story,,,
Audits.Audit.Sites.Site.Ownership,,,
Audits.Audit.Sites.Site.OwnershipStatus,,,
Audits.Audit.Sites.Site.PrimaryContactID,,,
Audits.Audit.Sites.Site.UserDefinedFields,Required,,
Audits.Audit.Sites.Site.UserDefinedFields.UserDefinedField,Required,,
Audits.Audit.Sites.Site.UserDefinedFields.UserDefinedField.FieldName,Optional,"BBL,Borough,Property Name,Tax Block,Tax Lot,Multi-Tenant",Audits.Audit.Sites.Site.UserDefinedFields.UserDefinedField.FieldValue
Audits.Audit.Sites.Site.UserDefinedFields.UserDefinedField.FieldValue,Required,,
Audits.Audit.Systems,Required,,
Audits.Audit.Systems.HVACSystems,Required,,
Audits.Audit.Systems.HVACSystems.HVACSystem,Required,,
Audits.Audit.Systems.HVACSystems.HVACSystem.Plants,Required,,
Audits.Audit.Systems.HVACSystems.HVACSystem.Plants.HeatingPlant,Required,,
Audits.Audit.Systems.HVACSystems.HVACSystem.Plants.HeatingPlant.HeatingPlantCondition,Optional,,
Audits.Audit.Systems.HVACSystems.HVACSystem.Plants.HeatingPlant.Boiler,Required,,
Audits.Audit.Systems.HVACSystems.HVACSystem.Plants.HeatingPlant.Boiler.BoilerType,Optional,"Hot Water,Steam",
Audits.Audit.Systems.HVACSystems.HVACSystem.Plants.HeatingPlant.Boiler.BurnerQuantity,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.Plants.HeatingPlant.Boiler.BurnerTurndownRatio,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.Plants.HeatingPlant.Boiler.CondensingOperation,Optional,,
Audits.Audit.Systems.HVACSystems.HVACSystem.Plants.HeatingPlant.Boiler.InputCapacity,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.Plants.HeatingPlant.Boiler.OutputCapacity,Optional,,Audits.Audit.Systems.HVACSystems.HVACSystem.Plants.HeatingPlant.Boiler.CapacityUnits
Audits.Audit.Systems.HVACSystems.HVACSystem.Plants.HeatingPlant.Boiler.NumberOfHeatingStages,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.Plants.HeatingPlant.Boiler.HeatingStageCapacityFraction,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.Plants.HeatingPlant.Boiler.AnnualHeatingEfficiencyValue,Optional,,Audits.Audit.Systems.HVACSystems.HVACSystem.Plants.HeatingPlant.Boiler.AnnualHeatingEfficiencyUnit
Audits.Audit.Systems.HVACSystems.HVACSystem.Plants.HeatingPlant.Boiler.CombustionEfficiency,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.Plants.HeatingPlant.Boiler.ThermalEfficiency,Optional,,
Audits.Audit.Systems.HVACSystems.HVACSystem.Plants.HeatingPlant.Boiler.BoilerInsulationRValue,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.Plants.HeatingPlant.Boiler.BoilerInsulationThickness,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.Plants.HeatingPlant.Boiler.HotWaterBoilerMinimumFlowRate,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.Plants.HeatingPlant.Boiler.HotWaterBoilerMaximumFlowRate,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.Plants.HeatingPlant.Boiler.BoilerEWT,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.Plants.HeatingPlant.Boiler.BoilerLWT,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.Plants.HeatingPlant.Boiler.HotWaterResetControl,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.Plants.HeatingPlant.Boiler.SteamBoilerMinimumOperatingPressure,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.Plants.HeatingPlant.Boiler.SteamBoilerMaximumOperatingPressure,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.Plants.HeatingPlant.Boiler.BoilerPercentCondensateReturn,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.Plants.HeatingPlant.Boiler.BurnerType,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.Plants.HeatingPlant.Boiler.BurnerControlType,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.Plants.HeatingPlant.Boiler.IgnitionType,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.Plants.HeatingPlant.Boiler.DraftType,Optional,"Mechanical Forced,Venting,Other",
Audits.Audit.Systems.HVACSystems.HVACSystem.Plants.HeatingPlant.Boiler.HeatingStaging,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.Plants.HeatingPlant.Boiler.CapacityUnits,Required,,
Audits.Audit.Systems.HVACSystems.HVACSystem.Plants.HeatingPlant.Boiler.Priority,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.Plants.HeatingPlant.Boiler.AnnualHeatingEfficiencyUnit,Required,,
Audits.Audit.Systems.HVACSystems.HVACSystem.Plants.HeatingPlant.Boiler.ThirdPartyCertification,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.Plants.HeatingPlant.Boiler.UserDefinedFields,Required,,
Audits.Audit.Systems.HVACSystems.HVACSystem.Plants.HeatingPlant.Boiler.UserDefinedFields.UserDefinedField,Required,,
Audits.Audit.Systems.HVACSystems.HVACSystem.Plants.HeatingPlant.Boiler.UserDefinedFields.UserDefinedField.FieldName,Required,"Approxiamte Year Installed,Fuel Type,Location",Audits.Audit.Systems.HVACSystems.HVACSystem.Plants.HeatingPlant.Boiler.UserDefinedFields.UserDefinedField.FieldValue
Audits.Audit.Systems.HVACSystems.HVACSystem.Plants.HeatingPlant.Boiler.UserDefinedFields.UserDefinedField.FieldValue,Required,,
Audits.Audit.Systems.HVACSystems.HVACSystem.Plants.HeatingPlant.Boiler.Quantity,Optional,,
Audits.Audit.Systems.HVACSystems.HVACSystem.Plants.HeatingPlant.DistrictHeating,Optional,,
Audits.Audit.Systems.HVACSystems.HVACSystem.Plants.HeatingPlant.DistrictHeating.DistrictHeatingType,Optional,"Hot Water,Direct Steam",
Audits.Audit.Systems.HVACSystems.HVACSystem.Plants.HeatingPlant.DistrictHeating.OutputCapacity,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.Plants.HeatingPlant.DistrictHeating.AnnualHeatingEfficiencyValue,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.Plants.HeatingPlant.DistrictHeating.HotWaterBoilerMaximumFlowRate,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.Plants.HeatingPlant.DistrictHeating.BoilerLWT,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.Plants.HeatingPlant.DistrictHeating.SteamBoilerMinimumOperatingPressure,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.Plants.HeatingPlant.DistrictHeating.SteamBoilerMaximumOperatingPressure,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.Plants.HeatingPlant.DistrictHeating.CapacityUnits,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.Plants.HeatingPlant.DistrictHeating.AnnualHeatingEfficiencyUnit,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.Plants.HeatingPlant.DistrictHeating.Quantity,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.Plants.HeatingPlant.SolarThermal,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.Plants.HeatingPlant.SolarThermal.OutputCapacity,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.Plants.HeatingPlant.SolarThermal.AnnualHeatingEfficiencyValue,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.Plants.HeatingPlant.SolarThermal.CapacityUnits,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.Plants.HeatingPlant.SolarThermal.AnnualHeatingEfficiencyUnit,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.Plants.HeatingPlant.SolarThermal.Quantity,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.Plants.HeatingPlant.OtherCombination,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.Plants.HeatingPlant.NoHeating,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.Plants.HeatingPlant.Unknown,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.Plants.CoolingPlant,Optional,,
Audits.Audit.Systems.HVACSystems.HVACSystem.Plants.CoolingPlant.CoolingPlantCondition,Optional,,
Audits.Audit.Systems.HVACSystems.HVACSystem.Plants.CoolingPlant.Chiller,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.Plants.CoolingPlant.Chiller.ChillerType,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.Plants.CoolingPlant.Chiller.ChillerCompressorDriver,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.Plants.CoolingPlant.Chiller.ChillerCompressorType,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.Plants.CoolingPlant.Chiller.NumberOfDiscreteCoolingStages,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.Plants.CoolingPlant.Chiller.CoolingStageCapacity,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.Plants.CoolingPlant.Chiller.CondenserPlantID,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.Plants.CoolingPlant.Chiller.RefrigerantChargeFactor,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.Plants.CoolingPlant.Chiller.AbsorptionHeatSource,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.Plants.CoolingPlant.Chiller.AbsorptionStages,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.Plants.CoolingPlant.Chiller.AnnualCoolingEfficiencyValue,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.Plants.CoolingPlant.Chiller.MinimumPartLoadRatio,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.Plants.CoolingPlant.Chiller.RatedCoolingSensibleHeatRatio,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.Plants.CoolingPlant.Chiller.PartLoadRatioBelowWhichHotGasBypassOperates,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.Plants.CoolingPlant.Chiller.ChilledWaterResetControl,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.Plants.CoolingPlant.Chiller.ChilledWaterSupplyTemperature,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.Plants.CoolingPlant.Chiller.ActiveDehumidification,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.Plants.CoolingPlant.Chiller.CompressorStaging,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.Plants.CoolingPlant.Chiller.Refrigerant,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.Plants.CoolingPlant.Chiller.AnnualCoolingEfficiencyUnits,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.Plants.CoolingPlant.Chiller.Capacity,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.Plants.CoolingPlant.Chiller.CapacityUnits,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.Plants.CoolingPlant.Chiller.ThirdPartyCertification,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.Plants.CoolingPlant.Chiller.Quantity,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.Plants.CoolingPlant.DistrictChilledWater,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.Plants.CoolingPlant.DistrictChilledWater.AnnualCoolingEfficiencyValue,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.Plants.CoolingPlant.DistrictChilledWater.RatedCoolingSensibleHeatRatio,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.Plants.CoolingPlant.DistrictChilledWater.ChilledWaterSupplyTemperature,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.Plants.CoolingPlant.DistrictChilledWater.ActiveDehumidification,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.Plants.CoolingPlant.DistrictChilledWater.AnnualCoolingEfficiencyUnits,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.Plants.CoolingPlant.DistrictChilledWater.Capacity,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.Plants.CoolingPlant.DistrictChilledWater.CapacityUnits,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.Plants.CoolingPlant.OtherCombination,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.Plants.CoolingPlant.NoCooling,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.Plants.CoolingPlant.Unknown,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.Plants.CondenserPlant,Optional,,
Audits.Audit.Systems.HVACSystems.HVACSystem.Plants.CondenserPlant.CondenserPlantCondition,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.Plants.CondenserPlant.AirCooled,Optional,,
Audits.Audit.Systems.HVACSystems.HVACSystem.Plants.CondenserPlant.AirCooled.EvaporativelyCooledCondenser,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.Plants.CondenserPlant.AirCooled.EvaporativelyCooledCondenser.EvaporativelyCooledCondenserMinimumTemperature,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.Plants.CondenserPlant.AirCooled.EvaporativelyCooledCondenser.EvaporativelyCooledCondenserMaximumTemperature,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.Plants.CondenserPlant.AirCooled.CondenserFanSpeedOperation,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.Plants.CondenserPlant.AirCooled.CondensingTemperature,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.Plants.CondenserPlant.AirCooled.SplitCondenser,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.Plants.CondenserPlant.AirCooled.DesignAmbientTemperature,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.Plants.CondenserPlant.AirCooled.DesignTemperatureDifference,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.Plants.CondenserPlant.WaterCooled,Optional,,
Audits.Audit.Systems.HVACSystems.HVACSystem.Plants.CondenserPlant.WaterCooled.WaterCooledCondenserType,Optional,,
Audits.Audit.Systems.HVACSystems.HVACSystem.Plants.CondenserPlant.WaterCooled.CondenserWaterTemperature,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.Plants.CondenserPlant.WaterCooled.CondensingTemperature,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.Plants.CondenserPlant.WaterCooled.WaterSideEconomizer,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.Plants.CondenserPlant.WaterCooled.WaterSideEconomizer.WaterSideEconomizerTemperatureMaximum,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.Plants.CondenserPlant.WaterCooled.WaterSideEconomizer.WaterSideEconomizerDBTemperatureMaximum,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.Plants.CondenserPlant.WaterCooled.WaterSideEconomizer.WaterSideEconomizerType,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.Plants.CondenserPlant.WaterCooled.CoolingTowerFanControl,Optional,,
Audits.Audit.Systems.HVACSystems.HVACSystem.Plants.CondenserPlant.WaterCooled.CoolingTowerTemperatureControl,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.Plants.CondenserPlant.WaterCooled.CoolingTowerCellControl,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.Plants.CondenserPlant.WaterCooled.CellCount,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.Plants.CondenserPlant.WaterCooled.WaterCooledCondenserFlowControl,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.Plants.CondenserPlant.GroundSource,Optional,,
Audits.Audit.Systems.HVACSystems.HVACSystem.Plants.CondenserPlant.GroundSource.GroundSourceType,Optional,,
Audits.Audit.Systems.HVACSystems.HVACSystem.Plants.CondenserPlant.GroundSource.CondenserWaterTemperature,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.Plants.CondenserPlant.GroundSource.CondensingTemperature,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.Plants.CondenserPlant.GroundSource.WaterSideEconomizer,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.Plants.CondenserPlant.GroundSource.WaterSideEconomizer.WaterSideEconomizerTemperatureSetpoint,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.Plants.CondenserPlant.GroundSource.WaterSideEconomizer.WaterSideEconomizerTemperatureMaximum,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.Plants.CondenserPlant.GroundSource.WaterSideEconomizer.WaterSideEconomizerDBTemperatureMaximum,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.Plants.CondenserPlant.GroundSource.WaterSideEconomizer.WaterSideEconomizerType,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.Plants.CondenserPlant.GroundSource.WellCount,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.Plants.CondenserPlant.GroundSource.WaterCooledCondenserFlowControl,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.Plants.CondenserPlant.GlycolCooledDryCooler,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.Plants.CondenserPlant.GlycolCooledDryCooler.CondensingTemperature,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.Plants.CondenserPlant.Other,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.Plants.CondenserPlant.Unknown,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.HeatingAndCoolingSystems,Required,,
Audits.Audit.Systems.HVACSystems.HVACSystem.HeatingAndCoolingSystems.ZoningSystemType,Optional,,
Audits.Audit.Systems.HVACSystems.HVACSystem.HeatingAndCoolingSystems.HeatingSource,Required,,
Audits.Audit.Systems.HVACSystems.HVACSystem.HeatingAndCoolingSystems.HeatingSource.HeatingSourceType,Optional,,
Audits.Audit.Systems.HVACSystems.HVACSystem.HeatingAndCoolingSystems.HeatingSource.HeatingSourceType.SourceHeatingPlantID,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.HeatingAndCoolingSystems.HeatingSource.HeatingSourceType.Furnace,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.HeatingAndCoolingSystems.HeatingSource.HeatingSourceType.Furnace.FurnaceType,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.HeatingAndCoolingSystems.HeatingSource.HeatingSourceType.Furnace.BurnerQuantity,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.HeatingAndCoolingSystems.HeatingSource.HeatingSourceType.Furnace.BurnerTurndownRatio,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.HeatingAndCoolingSystems.HeatingSource.HeatingSourceType.Furnace.CondensingOperation,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.HeatingAndCoolingSystems.HeatingSource.HeatingSourceType.Furnace.CombustionEfficiency,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.HeatingAndCoolingSystems.HeatingSource.HeatingSourceType.Furnace.ThermalEfficiency,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.HeatingAndCoolingSystems.HeatingSource.HeatingSourceType.Furnace.BurnerType,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.HeatingAndCoolingSystems.HeatingSource.HeatingSourceType.Furnace.BurnerControlType,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.HeatingAndCoolingSystems.HeatingSource.HeatingSourceType.Furnace.IgnitionType,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.HeatingAndCoolingSystems.HeatingSource.HeatingSourceType.Furnace.DraftType,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.HeatingAndCoolingSystems.HeatingSource.HeatingSourceType.Furnace.ThirdPartyCertification,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.HeatingAndCoolingSystems.HeatingSource.HeatingSourceType.HeatPump,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.HeatingAndCoolingSystems.HeatingSource.HeatingSourceType.HeatPump.HeatPumpType,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.HeatingAndCoolingSystems.HeatingSource.HeatingSourceType.HeatPump.HeatPumpBackupHeatingSwitchoverTemperature,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.HeatingAndCoolingSystems.HeatingSource.HeatingSourceType.HeatPump.HeatPumpBackupSystemFuel,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.HeatingAndCoolingSystems.HeatingSource.HeatingSourceType.HeatPump.HeatPumpBackupAFUE,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.HeatingAndCoolingSystems.HeatingSource.HeatingSourceType.HeatPump.CoolingSourceID,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.HeatingAndCoolingSystems.HeatingSource.HeatingSourceType.HeatPump.LinkedHeatingPlantID,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.HeatingAndCoolingSystems.HeatingSource.HeatingSourceType.HeatPump.ThirdPartyCertification,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.HeatingAndCoolingSystems.HeatingSource.HeatingSourceType.OtherCombination,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.HeatingAndCoolingSystems.HeatingSource.HeatingSourceType.NoHeating,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.HeatingAndCoolingSystems.HeatingSource.HeatingSourceType.Unknown,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.HeatingAndCoolingSystems.HeatingSource.HeatingMedium,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.HeatingAndCoolingSystems.HeatingSource.AnnualHeatingEfficiencyValue,Optional,,
Audits.Audit.Systems.HVACSystems.HVACSystem.HeatingAndCoolingSystems.HeatingSource.InputCapacity,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.HeatingAndCoolingSystems.HeatingSource.OutputCapacity,Optional,,Audits.Audit.Systems.HVACSystems.HVACSystem.HeatingAndCoolingSystems.HeatingSource.CapacityUnits
Audits.Audit.Systems.HVACSystems.HVACSystem.HeatingAndCoolingSystems.HeatingSource.NumberOfHeatingStages,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.HeatingAndCoolingSystems.HeatingSource.HeatingStageCapacityFraction,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.HeatingAndCoolingSystems.HeatingSource.HeatingSourceCondition,Optional,,
Audits.Audit.Systems.HVACSystems.HVACSystem.HeatingAndCoolingSystems.HeatingSource.AnnualHeatingEfficiencyUnit,Optional,,
Audits.Audit.Systems.HVACSystems.HVACSystem.HeatingAndCoolingSystems.HeatingSource.CapacityUnits,Required,,
Audits.Audit.Systems.HVACSystems.HVACSystem.HeatingAndCoolingSystems.HeatingSource.HeatingStaging,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.HeatingAndCoolingSystems.HeatingSource.PrimaryFuel,Optional,,
Audits.Audit.Systems.HVACSystems.HVACSystem.HeatingAndCoolingSystems.HeatingSource.ControlTechnology,,,
