enum_name,enum_id,bedes_content_uuid,bedes_term,bedes_definition,bedes_url,bedes_related_term_uuid,distance,associated_attribute_ids
Rear,6782,88ec14ce-98a9-4214-9f21-c1be77143865,Rear,Common unit abbreviation: Rear,https://bedes.lbl.gov/node/88ec14ce-98a9-4214-9f21-c1be77143865,aeae978b-c81e-4318-b6af-8ac8da74dd51,1.0,1678 1729
PO Box,6781,db19a7fa-2bd1-4e47-9819-386fd066a56e,PO Box,,https://bedes.lbl.gov/node/db19a7fa-2bd1-4e47-9819-386fd066a56e,aeae978b-c81e-4318-b6af-8ac8da74dd51,1.0,1678 1729
Pier,6780,b11aabd4-7f56-4f37-94db-61b0a6cdb186,Pier,Common unit abbreviation: Pier,https://bedes.lbl.gov/node/b11aabd4-7f56-4f37-94db-61b0a6cdb186,aeae978b-c81e-4318-b6af-8ac8da74dd51,1.0,1678 1729
Penthouse,6779,94a0dddc-11a9-4526-af6c-be31fb3aba2a,Penthouse,Common unit abbreviation: Ph,https://bedes.lbl.gov/node/94a0dddc-11a9-4526-af6c-be31fb3aba2a,aeae978b-c81e-4318-b6af-8ac8da74dd51,1.0,1678 1729
Office,6778,1f0c77bd-42ee-402e-a163-25636870dda6,Office,Administrative and professional office premises that manage other establishments of the company.,https://bedes.lbl.gov/node/1f0c77bd-42ee-402e-a163-25636870dda6,c96589bd-0dfc-47a4-b040-11dba49d2ebd,1.0,1678 1729
Lower,6777,0869bf35-657e-433e-a290-d425fd6da12e,Lower,Common unit abbreviation: Lowr,https://bedes.lbl.gov/node/0869bf35-657e-433e-a290-d425fd6da12e,aeae978b-c81e-4318-b6af-8ac8da74dd51,1.0,1678 1729
Lot,6776,e373c540-4bfd-49a0-9e68-b4e382acb9c9,Lot,Land properties are often sold with multiple land lots.,https://bedes.lbl.gov/node/e373c540-4bfd-49a0-9e68-b4e382acb9c9,d10f0c0b-7993-400e-bfe3-c0fb9a4ab2ad,1.0,1678 1729
Lobby,6775,26e45718-3a2a-4912-a0cb-9017a254fe63,Lobby,"A lobby, foyer or entrance hall is an area often located at the entrance of a building for socializing and greeting.",https://bedes.lbl.gov/node/26e45718-3a2a-4912-a0cb-9017a254fe63,c96589bd-0dfc-47a4-b040-11dba49d2ebd,1.0,1678 1729
Key,6774,f51f7059-4fd3-4cb3-892a-99220ace6b38,Key,Commonly used street suffix or abbreviations: Ky,https://bedes.lbl.gov/node/f51f7059-4fd3-4cb3-892a-99220ace6b38,0e5b9f13-6b6b-4a6e-86bb-d4667b62cc4e,1.0,1678 1729
Hanger,6773,a846b36b-f316-4d47-9be5-b5ec2ec1da1c,Hanger,Common unit abbreviation: Hngr,https://bedes.lbl.gov/node/a846b36b-f316-4d47-9be5-b5ec2ec1da1c,aeae978b-c81e-4318-b6af-8ac8da74dd51,1.0,1678 1729
Front,6772,b476095a-6864-49e0-9caa-a5313b60e09a,Front,Common unit abbreviation: Frnt,https://bedes.lbl.gov/node/b476095a-6864-49e0-9caa-a5313b60e09a,aeae978b-c81e-4318-b6af-8ac8da74dd51,1.0,1678 1729
Floor,6771,9faff201-b000-41cf-9b8a-6955b6937eea,Floor,Stories or floors made up of spaces that are all on the same level.,https://bedes.lbl.gov/node/9faff201-b000-41cf-9b8a-6955b6937eea,d10f0c0b-7993-400e-bfe3-c0fb9a4ab2ad,1.0,1678 1729
Department,6770,2f05ae58-2f06-46cd-8af5-c9e0029b094e,Department,Common unit abbreviation: Dept,https://bedes.lbl.gov/node/2f05ae58-2f06-46cd-8af5-c9e0029b094e,aeae978b-c81e-4318-b6af-8ac8da74dd51,1.0,1678 1729
Cubicle,6769,f0765992-787f-4e82-8cd6-95d5513fb354,Cubicle,,https://bedes.lbl.gov/node/f0765992-787f-4e82-8cd6-95d5513fb354,aeae978b-c81e-4318-b6af-8ac8da74dd51,1.0,1678 1729
Corridor,6768,74ae3421-7517-46aa-993c-b36d40796c85,Corridor,A corridor is a long passage in a building from which doors lead into rooms.,https://bedes.lbl.gov/node/74ae3421-7517-46aa-993c-b36d40796c85,c96589bd-0dfc-47a4-b040-11dba49d2ebd,1.0,1678 1729
Building,6767,ee24930d-e880-4212-b3f7-ac8f511111d4,Building,"A building is a single structure wholly or partially enclosed within exterior walls, or within exterior and abutment walls (party walls), and a roof, affording shelter to persons, animals, or property. A building can be two or more units held in the condominium form of ownership that are governed by the same board of managers.",https://bedes.lbl.gov/node/ee24930d-e880-4212-b3f7-ac8f511111d4,fba25f46-1fbd-4379-b4fa-5d34884730b0,1.0,1678 1729
Block,6766,aa868928-40d5-4e95-8df2-707654a8f9ae,Block,,https://bedes.lbl.gov/node/aa868928-40d5-4e95-8df2-707654a8f9ae,aeae978b-c81e-4318-b6af-8ac8da74dd51,1.0,1678 1729
Berth,6765,a4da7604-6d64-4fd8-a399-74f728de75ba,Berth,,https://bedes.lbl.gov/node/a4da7604-6d64-4fd8-a399-74f728de75ba,aeae978b-c81e-4318-b6af-8ac8da74dd51,1.0,1678 1729
Basement,6764,6baa545d-e5f8-4ccd-b36d-6abd63a74cc2,Basement,"Finished, partially-finished, or unfinished.",https://bedes.lbl.gov/node/6baa545d-e5f8-4ccd-b36d-6abd63a74cc2,c96589bd-0dfc-47a4-b040-11dba49d2ebd,1.0,1678 1729
Apartment,6763,631b24fe-6cb8-4cbf-b74d-298a6ba87f23,Apartment,Common unit abbreviation: Apt,https://bedes.lbl.gov/node/631b24fe-6cb8-4cbf-b74d-298a6ba87f23,aeae978b-c81e-4318-b6af-8ac8da74dd51,1.0,1678 1729
Northwest,6762,d7841166-1906-464b-93c8-d17979b61275,Northwest,"Lying toward, or facing the northwest.",https://bedes.lbl.gov/node/d7841166-1906-464b-93c8-d17979b61275,de8671ad-4714-417d-9554-61b2e2561772,1.0,1677 1728
West,6761,adbc46db-dd2b-418e-8456-fe6f433f31d5,West,"Lying toward, or facing the west.",https://bedes.lbl.gov/node/adbc46db-dd2b-418e-8456-fe6f433f31d5,de8671ad-4714-417d-9554-61b2e2561772,1.0,1677 1728
Southwest,6760,26e15218-88e2-4573-aa0a-8bdb9a73b53b,Southwest,"Lying toward, or facing the southwest.",https://bedes.lbl.gov/node/26e15218-88e2-4573-aa0a-8bdb9a73b53b,de8671ad-4714-417d-9554-61b2e2561772,1.0,1677 1728
South,6759,32f17c2d-a396-49fe-9212-9efbd1ab6fbc,South,"Lying toward, or facing the south.",https://bedes.lbl.gov/node/32f17c2d-a396-49fe-9212-9efbd1ab6fbc,de8671ad-4714-417d-9554-61b2e2561772,1.0,1677 1728
Southeast,6758,3f0dd4b4-aeff-48b6-94f4-5c274f7da49f,Southeast,"Lying toward, or facing the southeast.",https://bedes.lbl.gov/node/3f0dd4b4-aeff-48b6-94f4-5c274f7da49f,de8671ad-4714-417d-9554-61b2e2561772,1.0,1677 1728
East,6757,2c8c0990-f06b-46a9-8483-73f4167fc21d,East,"Lying toward, or facing the east.",https://bedes.lbl.gov/node/2c8c0990-f06b-46a9-8483-73f4167fc21d,de8671ad-4714-417d-9554-61b2e2561772,1.0,1677 1728
Northeast,6756,b09b0771-eeb0-4878-a910-43100ffd6365,Northeast,"Lying toward, or facing the northeast.",https://bedes.lbl.gov/node/b09b0771-eeb0-4878-a910-43100ffd6365,de8671ad-4714-417d-9554-61b2e2561772,1.0,1677 1728
North,6755,cd3efe64-7475-4f58-b79a-eb2ee8f9083d,North,"Lying toward, or facing the north.",https://bedes.lbl.gov/node/cd3efe64-7475-4f58-b79a-eb2ee8f9083d,de8671ad-4714-417d-9554-61b2e2561772,1.0,1677 1728
Wells,6754,091bbc73-9bcf-4886-8927-56775d1a56b7,Wells,Commonly used street suffix or abbreviations: Wls,https://bedes.lbl.gov/node/091bbc73-9bcf-4886-8927-56775d1a56b7,0e5b9f13-6b6b-4a6e-86bb-d4667b62cc4e,1.0,1675 1726
Well,6753,540775a8-6d0b-4f53-a105-74fb5bb5f2da,Well,Commonly used street suffix or abbreviations: Wl,https://bedes.lbl.gov/node/540775a8-6d0b-4f53-a105-74fb5bb5f2da,0e5b9f13-6b6b-4a6e-86bb-d4667b62cc4e,1.0,1675 1726
Ways,6752,9c3ece87-e875-4353-8b87-0703aa5f6f6f,Ways,Commonly used street suffix or abbreviations: Wys,https://bedes.lbl.gov/node/9c3ece87-e875-4353-8b87-0703aa5f6f6f,0e5b9f13-6b6b-4a6e-86bb-d4667b62cc4e,1.0,1675 1726
Way,6751,0a1ffc7c-a224-44f2-9e4b-84b5066d0cd3,Way,Commonly used street suffix or abbreviations: Wy,https://bedes.lbl.gov/node/0a1ffc7c-a224-44f2-9e4b-84b5066d0cd3,0e5b9f13-6b6b-4a6e-86bb-d4667b62cc4e,1.0,1675 1726
Wall,6750,5090e146-fc87-4296-b755-fc62d6fd4399,Wall,Commonly used street suffix or abbreviations: Wall,https://bedes.lbl.gov/node/5090e146-fc87-4296-b755-fc62d6fd4399,0e5b9f13-6b6b-4a6e-86bb-d4667b62cc4e,1.0,1675 1726
Walks,6749,b81a9438-129d-43c0-a027-32365a0c8e87,Walks,Commonly used street suffix or abbreviations: Wlks,https://bedes.lbl.gov/node/b81a9438-129d-43c0-a027-32365a0c8e87,0e5b9f13-6b6b-4a6e-86bb-d4667b62cc4e,1.0,1675 1726
Walk,6748,b5a7a8fd-e730-4b16-82b9-1d2a19d12565,Walk,"Commonly used street suffix or abbreviations: Wk, Wlk",https://bedes.lbl.gov/node/b5a7a8fd-e730-4b16-82b9-1d2a19d12565,0e5b9f13-6b6b-4a6e-86bb-d4667b62cc4e,1.0,1675 1726
Vista,6747,635fe723-9529-4ded-a077-982d5a2464f4,Vista,"Commonly used street suffix or abbreviations: Vis, Vist, Vst, Vsta",https://bedes.lbl.gov/node/635fe723-9529-4ded-a077-982d5a2464f4,0e5b9f13-6b6b-4a6e-86bb-d4667b62cc4e,1.0,1675 1726
Ville,6746,8f84ee1e-ab8a-4588-b4ce-effba164ad6d,Ville,Commonly used street suffix or abbreviations: Vl,https://bedes.lbl.gov/node/8f84ee1e-ab8a-4588-b4ce-effba164ad6d,0e5b9f13-6b6b-4a6e-86bb-d4667b62cc4e,1.0,1675 1726
Villages,6745,1e04106c-61e7-4831-8d06-c8f84946c035,Villages,Commonly used street suffix or abbreviations: Vlgs,https://bedes.lbl.gov/node/1e04106c-61e7-4831-8d06-c8f84946c035,0e5b9f13-6b6b-4a6e-86bb-d4667b62cc4e,1.0,1675 1726
Village,6744,b24348ba-94f7-4ddd-96e4-ce2985a7a63c,Village,"Commonly used street suffix or abbreviations: Vill, Villag, Villg, Villiage, Vlg",https://bedes.lbl.gov/node/b24348ba-94f7-4ddd-96e4-ce2985a7a63c,0e5b9f13-6b6b-4a6e-86bb-d4667b62cc4e,1.0,1675 1726
Views,6743,d39a5c9a-f79b-4433-a810-dd858cadbb19,Views,Commonly used street suffix or abbreviations: Vws,https://bedes.lbl.gov/node/d39a5c9a-f79b-4433-a810-dd858cadbb19,0e5b9f13-6b6b-4a6e-86bb-d4667b62cc4e,1.0,1675 1726
View,6742,ae0f92d3-fe64-4182-bb4f-f2724f657596,View,Commonly used street suffix or abbreviations: Vw,https://bedes.lbl.gov/node/ae0f92d3-fe64-4182-bb4f-f2724f657596,0e5b9f13-6b6b-4a6e-86bb-d4667b62cc4e,1.0,1675 1726
Viaduct,6741,b1ebc809-c79f-4544-8430-65aef9ddf1ef,Viaduct,"Commonly used street suffix or abbreviations: Vdct, Via, Viadct",https://bedes.lbl.gov/node/b1ebc809-c79f-4544-8430-65aef9ddf1ef,0e5b9f13-6b6b-4a6e-86bb-d4667b62cc4e,1.0,1675 1726
Valleys,6740,ea62c2ac-b04c-4a2b-a895-c12fac8ee259,Valleys,Commonly used street suffix or abbreviations: Vlys,https://bedes.lbl.gov/node/ea62c2ac-b04c-4a2b-a895-c12fac8ee259,0e5b9f13-6b6b-4a6e-86bb-d4667b62cc4e,1.0,1675 1726
Valley,6739,a03abcb5-b50f-4084-9bfb-d22b298e000f,Valley,"Commonly used street suffix or abbreviations: Vally, Vlly, Vly",https://bedes.lbl.gov/node/a03abcb5-b50f-4084-9bfb-d22b298e000f,0e5b9f13-6b6b-4a6e-86bb-d4667b62cc4e,1.0,1675 1726
Unions,6738,efabad8b-6c3f-4d3b-8ab7-d9f623351d37,Unions,Commonly used street suffix or abbreviations: Uns,https://bedes.lbl.gov/node/efabad8b-6c3f-4d3b-8ab7-d9f623351d37,0e5b9f13-6b6b-4a6e-86bb-d4667b62cc4e,1.0,1675 1726
Union,6737,482116f5-6240-4f16-8824-f98b31bc8983,Union,Commonly used street suffix or abbreviations: Un,https://bedes.lbl.gov/node/482116f5-6240-4f16-8824-f98b31bc8983,0e5b9f13-6b6b-4a6e-86bb-d4667b62cc4e,1.0,1675 1726
Underpass,6736,f06e745f-a836-481f-ae9e-f46034831f12,Underpass,Commonly used street suffix or abbreviations: Upas,https://bedes.lbl.gov/node/f06e745f-a836-481f-ae9e-f46034831f12,0e5b9f13-6b6b-4a6e-86bb-d4667b62cc4e,1.0,1675 1726
Turnpike,6735,24e872e9-1c04-42f3-9c2f-f343607f8992,Turnpike,"Commonly used street suffix or abbreviations: Tpke, Trnpk, Turnpk",https://bedes.lbl.gov/node/24e872e9-1c04-42f3-9c2f-f343607f8992,0e5b9f13-6b6b-4a6e-86bb-d4667b62cc4e,1.0,1675 1726
Tunnel,6734,924ceaac-3d07-4c30-b910-f62f2b92c388,Tunnel,"Commonly used street suffix or abbreviations: Tunel, Tunl, Tunls, Tunnels, Tunnl",https://bedes.lbl.gov/node/924ceaac-3d07-4c30-b910-f62f2b92c388,0e5b9f13-6b6b-4a6e-86bb-d4667b62cc4e,1.0,1675 1726
Trailer,6733,2ca1bb90-0fdb-4b5e-ad57-8335dbb9318c,Trailer,"Commonly used street suffix or abbreviations: Trlr, Trlrs",https://bedes.lbl.gov/node/2ca1bb90-0fdb-4b5e-ad57-8335dbb9318c,0e5b9f13-6b6b-4a6e-86bb-d4667b62cc4e,1.0,1675 1726
Trail,6732,63b41593-9c0f-455b-86f8-42316c7fea65,Trail,"Commonly used street suffix or abbreviations: Trails, Trl, Trls",https://bedes.lbl.gov/node/63b41593-9c0f-455b-86f8-42316c7fea65,0e5b9f13-6b6b-4a6e-86bb-d4667b62cc4e,1.0,1675 1726
Trafficway,6731,f6e35d60-fa06-4a42-af3a-2d7c3962c1bf,Trafficway,Commonly used street suffix or abbreviations: Trfy,https://bedes.lbl.gov/node/f6e35d60-fa06-4a42-af3a-2d7c3962c1bf,0e5b9f13-6b6b-4a6e-86bb-d4667b62cc4e,1.0,1675 1726
Track,6730,84441047-4af3-4ea6-89e3-de880024ba8a,Track,"Commonly used street suffix or abbreviations: Tracks, Trak, Trk, Trks",https://bedes.lbl.gov/node/84441047-4af3-4ea6-89e3-de880024ba8a,0e5b9f13-6b6b-4a6e-86bb-d4667b62cc4e,1.0,1675 1726
Trace,6729,fadf59d2-3afe-436d-9eba-f97d98a827bb,Trace,"Commonly used street suffix or abbreviations: Traces, Trce",https://bedes.lbl.gov/node/fadf59d2-3afe-436d-9eba-f97d98a827bb,0e5b9f13-6b6b-4a6e-86bb-d4667b62cc4e,1.0,1675 1726
Throughway,6728,ddd3a1ae-aadc-4329-a30d-67275ecf21de,Throughway,Commonly used street suffix or abbreviations: Trwy,https://bedes.lbl.gov/node/ddd3a1ae-aadc-4329-a30d-67275ecf21de,0e5b9f13-6b6b-4a6e-86bb-d4667b62cc4e,1.0,1675 1726
Terrace,6727,19f6e913-0012-482a-8071-9955d5b0c4a5,Terrace,"Commonly used street suffix or abbreviations: Ter, Terr",https://bedes.lbl.gov/node/19f6e913-0012-482a-8071-9955d5b0c4a5,0e5b9f13-6b6b-4a6e-86bb-d4667b62cc4e,1.0,1675 1726
Summit,6726,5fac0002-aa6f-4801-b897-23887475881b,Summit,"Commonly used street suffix or abbreviations: Smt, Sumit, Sumitt",https://bedes.lbl.gov/node/5fac0002-aa6f-4801-b897-23887475881b,0e5b9f13-6b6b-4a6e-86bb-d4667b62cc4e,1.0,1675 1726
Streets,6725,96b0371f-0401-4570-9e98-5bafdf40ba44,Streets,Commonly used street suffix or abbreviations: Sts,https://bedes.lbl.gov/node/96b0371f-0401-4570-9e98-5bafdf40ba44,0e5b9f13-6b6b-4a6e-86bb-d4667b62cc4e,1.0,1675 1726
Street,6724,103b8df3-706b-45fe-bea0-46c1c86e8e88,Street,"Commonly used street suffix or abbreviations: Strt, St, Str",https://bedes.lbl.gov/node/103b8df3-706b-45fe-bea0-46c1c86e8e88,0e5b9f13-6b6b-4a6e-86bb-d4667b62cc4e,1.0,1675 1726
Stream,6723,9bd41272-5414-4054-92af-c1e437760134,Stream,"Commonly used street suffix or abbreviations: Steme, Strm",https://bedes.lbl.gov/node/9bd41272-5414-4054-92af-c1e437760134,0e5b9f13-6b6b-4a6e-86bb-d4667b62cc4e,1.0,1675 1726
Stravenue,6722,16fee9e5-5752-494d-8037-b73f65ea2e49,Stravenue,"Commonly used street suffix or abbreviations: Stra, Strav, Straven, Stravn, Strvn, Strvnue",https://bedes.lbl.gov/node/16fee9e5-5752-494d-8037-b73f65ea2e49,0e5b9f13-6b6b-4a6e-86bb-d4667b62cc4e,1.0,1675 1726
Station,6721,06767903-787e-4ef6-8775-819dc2eb05f4,Station,"Individual stations on the premises, such as workstations in a manufacturer, cashier stations in a retail store, etc.",https://bedes.lbl.gov/node/06767903-787e-4ef6-8775-819dc2eb05f4,d10f0c0b-7993-400e-bfe3-c0fb9a4ab2ad,1.0,1675 1726
Squares,6720,e3426055-ff86-4acb-afea-d97ae26f1eed,Squares,"Commonly used street suffix or abbreviations: Sqrs, Sqs",https://bedes.lbl.gov/node/e3426055-ff86-4acb-afea-d97ae26f1eed,0e5b9f13-6b6b-4a6e-86bb-d4667b62cc4e,1.0,1675 1726
Square,6719,6b554b10-a758-4caa-834e-b96f0a0e1349,Square,"Commonly used street suffix or abbreviations: Sq, Sqr, Sqre, Squ",https://bedes.lbl.gov/node/6b554b10-a758-4caa-834e-b96f0a0e1349,0e5b9f13-6b6b-4a6e-86bb-d4667b62cc4e,1.0,1675 1726
Spurs,6718,af8fa1bf-0af4-4c47-aa3b-3177e1f3f894,Spurs,Commonly used street suffix or abbreviations: Spurs,https://bedes.lbl.gov/node/af8fa1bf-0af4-4c47-aa3b-3177e1f3f894,0e5b9f13-6b6b-4a6e-86bb-d4667b62cc4e,1.0,1675 1726
Spur,6717,bc839a3e-fb4a-4da8-b542-274bb3f20345,Spur,Commonly used street suffix or abbreviations: Spur,https://bedes.lbl.gov/node/bc839a3e-fb4a-4da8-b542-274bb3f20345,0e5b9f13-6b6b-4a6e-86bb-d4667b62cc4e,1.0,1675 1726
Springs,6716,cbb60111-5b65-4919-a84d-e02e6aafd634,Springs,"Commonly used street suffix or abbreviations: Spgs, Spngs, Sprngs",https://bedes.lbl.gov/node/cbb60111-5b65-4919-a84d-e02e6aafd634,0e5b9f13-6b6b-4a6e-86bb-d4667b62cc4e,1.0,1675 1726
Spring,6715,bc89fd3e-eb12-46de-b99d-72c0ff4a9d43,Spring,"Commonly used street suffix or abbreviations: Spg, Sprng",https://bedes.lbl.gov/node/bc89fd3e-eb12-46de-b99d-72c0ff4a9d43,0e5b9f13-6b6b-4a6e-86bb-d4667b62cc4e,1.0,1675 1726
