attribute_name,transformed_name,attribute_id,attribute_path,bedes_content_uuid,bedes_term,bedes_category,bedes_definition,bedes_url,distance,match_type,matched_to_term,term_or_lo,matched_term_URL,matched_to_word,matched_word_example_URL,unmatched_words
Section,Section,8055,BuildingSync.Facilities.Facility.Systems.LightingSystems.LightingSystem.LinkedPremises.Section,,,,,,,Words: all Unmatched,,,,,,Section
LinkedSectionID,Linked Section Identifier,8056,BuildingSync.Facilities.Facility.Systems.LightingSystems.LightingSystem.LinkedPremises.Section.LinkedSectionID,,,,,,,"Words: Term, Unmatched",Identifier,Term,https://bedes.lbl.gov/node/fb871c36-a226-4297-b674-319455f05f83,,,"Linked,  Section"
LinkedScheduleIDs,Linked Schedule Identifier,8057,BuildingSync.Facilities.Facility.Systems.LightingSystems.LightingSystem.LinkedPremises.Section.LinkedSectionID.LinkedScheduleIDs,,,,,,,"Words: Term, Unmatched","Schedule,  Identifier","List-Option,  Term","https://bedes.lbl.gov/node/8fbe43d0-4ba3-4c0c-ac70-7e397d4ca60b, https://bedes.lbl.gov/node/fb871c36-a226-4297-b674-319455f05f83",,,Linked
LinkedScheduleID,Linked Schedule Identifier,8058,BuildingSync.Facilities.Facility.Systems.LightingSystems.LightingSystem.LinkedPremises.Section.LinkedSectionID.LinkedScheduleIDs.LinkedScheduleID,,,,,,,"Words: Term, Unmatched","Schedule,  Identifier","List-Option,  Term","https://bedes.lbl.gov/node/8fbe43d0-4ba3-4c0c-ac70-7e397d4ca60b, https://bedes.lbl.gov/node/fb871c36-a226-4297-b674-319455f05f83",,,Linked
FloorAreas,Floor Areas,8059,BuildingSync.Facilities.Facility.Systems.LightingSystems.LightingSystem.LinkedPremises.Section.LinkedSectionID.FloorAreas,,,,,,,Words: all Term,"Floor,  Areas","List-Option,  Term","https://bedes.lbl.gov/node/ad1928cc-d319-4ac5-8a48-d626afeb8e56, https://bedes.lbl.gov/node/09d61aee-b740-4655-8a5c-75ccf98d3731",,,
FloorArea,Floor Area,8060,BuildingSync.Facilities.Facility.Systems.LightingSystems.LightingSystem.LinkedPremises.Section.LinkedSectionID.FloorAreas.FloorArea,,,,,,,Words: all Term,"Floor,  Area","List-Option,  Term","https://bedes.lbl.gov/node/ad1928cc-d319-4ac5-8a48-d626afeb8e56, https://bedes.lbl.gov/node/09d61aee-b740-4655-8a5c-75ccf98d3731",,,
FloorAreaType,Floor Area Type,8061,BuildingSync.Facilities.Facility.Systems.LightingSystems.LightingSystem.LinkedPremises.Section.LinkedSectionID.FloorAreas.FloorArea.FloorAreaType,,,,,,,"Words: Term, Word","Floor,  Area","List-Option,  Term","https://bedes.lbl.gov/node/ad1928cc-d319-4ac5-8a48-d626afeb8e56, https://bedes.lbl.gov/node/09d61aee-b740-4655-8a5c-75ccf98d3731",Type,https://bedes.lbl.gov/node/de020bd3-d8df-47d9-a283-07ff78275c84,
FloorAreaCustomName,Floor Area Custom Name,8062,BuildingSync.Facilities.Facility.Systems.LightingSystems.LightingSystem.LinkedPremises.Section.LinkedSectionID.FloorAreas.FloorArea.FloorAreaCustomName,,,,,,,"Words: Term, Unmatched","Floor,  Area,  Name","List-Option,  Term,  List-Option","https://bedes.lbl.gov/node/ad1928cc-d319-4ac5-8a48-d626afeb8e56, https://bedes.lbl.gov/node/09d61aee-b740-4655-8a5c-75ccf98d3731, https://bedes.lbl.gov/node/7f7a2ada-00a2-4354-9c71-18c024765239",,,Custom
FloorAreaValue,Floor Area Value,8063,BuildingSync.Facilities.Facility.Systems.LightingSystems.LightingSystem.LinkedPremises.Section.LinkedSectionID.FloorAreas.FloorArea.FloorAreaValue,,,,,,,Words: all Term,"Floor,  Area,  Value","List-Option,  Term,  Term","https://bedes.lbl.gov/node/ad1928cc-d319-4ac5-8a48-d626afeb8e56, https://bedes.lbl.gov/node/09d61aee-b740-4655-8a5c-75ccf98d3731, https://bedes.lbl.gov/node/da999cb7-348a-461f-aa5f-b1c37857be79",,,
FloorAreaPercentage,Floor Area Percentage,8064,BuildingSync.Facilities.Facility.Systems.LightingSystems.LightingSystem.LinkedPremises.Section.LinkedSectionID.FloorAreas.FloorArea.FloorAreaPercentage,,,,,,,"Words: Term, Word","Floor,  Area","List-Option,  Term","https://bedes.lbl.gov/node/ad1928cc-d319-4ac5-8a48-d626afeb8e56, https://bedes.lbl.gov/node/09d61aee-b740-4655-8a5c-75ccf98d3731",Percentage,https://bedes.lbl.gov/node/83a7940f-046b-4b7a-b4f4-382e156c0d9e,
Story,Floor,8065,BuildingSync.Facilities.Facility.Systems.LightingSystems.LightingSystem.LinkedPremises.Section.LinkedSectionID.FloorAreas.FloorArea.Story,9faff201-b000-41cf-9b8a-6955b6937eea,Floor,,Stories or floors made up of spaces that are all on the same level.,https://bedes.lbl.gov/node/9faff201-b000-41cf-9b8a-6955b6937eea,1.0,Term-to-List-Option Match,,,,,,
ThermalZone,Thermal Zone,8066,BuildingSync.Facilities.Facility.Systems.LightingSystems.LightingSystem.LinkedPremises.ThermalZone,adfdd485-010a-478c-afe3-e31e6f5d5fe0,Thermal zone,,"Thermal zone is a space or group of spaces within a building with heating and cooling requirements that are sufficiently similar so that desired conditions (e.g., temperature) can be maintained throughout using a single sensor.",https://bedes.lbl.gov/node/adfdd485-010a-478c-afe3-e31e6f5d5fe0,1.0,Term-to-List-Option Match,,,,,,
LinkedThermalZoneID,Linked Thermal Zone Identifier,8067,BuildingSync.Facilities.Facility.Systems.LightingSystems.LightingSystem.LinkedPremises.ThermalZone.LinkedThermalZoneID,,,,,,,"Words: Term, Unmatched","Thermal Zone,  Identifier","List-Option,  Term","https://bedes.lbl.gov/node/adfdd485-010a-478c-afe3-e31e6f5d5fe0, https://bedes.lbl.gov/node/fb871c36-a226-4297-b674-319455f05f83",,,Linked
LinkedScheduleIDs,Linked Schedule Identifier,8068,BuildingSync.Facilities.Facility.Systems.LightingSystems.LightingSystem.LinkedPremises.ThermalZone.LinkedThermalZoneID.LinkedScheduleIDs,,,,,,,"Words: Term, Unmatched","Schedule,  Identifier","List-Option,  Term","https://bedes.lbl.gov/node/8fbe43d0-4ba3-4c0c-ac70-7e397d4ca60b, https://bedes.lbl.gov/node/fb871c36-a226-4297-b674-319455f05f83",,,Linked
LinkedScheduleID,Linked Schedule Identifier,8069,BuildingSync.Facilities.Facility.Systems.LightingSystems.LightingSystem.LinkedPremises.ThermalZone.LinkedThermalZoneID.LinkedScheduleIDs.LinkedScheduleID,,,,,,,"Words: Term, Unmatched","Schedule,  Identifier","List-Option,  Term","https://bedes.lbl.gov/node/8fbe43d0-4ba3-4c0c-ac70-7e397d4ca60b, https://bedes.lbl.gov/node/fb871c36-a226-4297-b674-319455f05f83",,,Linked
FloorAreas,Floor Areas,8070,BuildingSync.Facilities.Facility.Systems.LightingSystems.LightingSystem.LinkedPremises.ThermalZone.LinkedThermalZoneID.FloorAreas,,,,,,,Words: all Term,"Floor,  Areas","List-Option,  Term","https://bedes.lbl.gov/node/ad1928cc-d319-4ac5-8a48-d626afeb8e56, https://bedes.lbl.gov/node/09d61aee-b740-4655-8a5c-75ccf98d3731",,,
FloorArea,Floor Area,8071,BuildingSync.Facilities.Facility.Systems.LightingSystems.LightingSystem.LinkedPremises.ThermalZone.LinkedThermalZoneID.FloorAreas.FloorArea,,,,,,,Words: all Term,"Floor,  Area","List-Option,  Term","https://bedes.lbl.gov/node/ad1928cc-d319-4ac5-8a48-d626afeb8e56, https://bedes.lbl.gov/node/09d61aee-b740-4655-8a5c-75ccf98d3731",,,
FloorAreaType,Floor Area Type,8072,BuildingSync.Facilities.Facility.Systems.LightingSystems.LightingSystem.LinkedPremises.ThermalZone.LinkedThermalZoneID.FloorAreas.FloorArea.FloorAreaType,,,,,,,"Words: Term, Word","Floor,  Area","List-Option,  Term","https://bedes.lbl.gov/node/ad1928cc-d319-4ac5-8a48-d626afeb8e56, https://bedes.lbl.gov/node/09d61aee-b740-4655-8a5c-75ccf98d3731",Type,https://bedes.lbl.gov/node/de020bd3-d8df-47d9-a283-07ff78275c84,
FloorAreaCustomName,Floor Area Custom Name,8073,BuildingSync.Facilities.Facility.Systems.LightingSystems.LightingSystem.LinkedPremises.ThermalZone.LinkedThermalZoneID.FloorAreas.FloorArea.FloorAreaCustomName,,,,,,,"Words: Term, Unmatched","Floor,  Area,  Name","List-Option,  Term,  List-Option","https://bedes.lbl.gov/node/ad1928cc-d319-4ac5-8a48-d626afeb8e56, https://bedes.lbl.gov/node/09d61aee-b740-4655-8a5c-75ccf98d3731, https://bedes.lbl.gov/node/7f7a2ada-00a2-4354-9c71-18c024765239",,,Custom
FloorAreaValue,Floor Area Value,8074,BuildingSync.Facilities.Facility.Systems.LightingSystems.LightingSystem.LinkedPremises.ThermalZone.LinkedThermalZoneID.FloorAreas.FloorArea.FloorAreaValue,,,,,,,Words: all Term,"Floor,  Area,  Value","List-Option,  Term,  Term","https://bedes.lbl.gov/node/ad1928cc-d319-4ac5-8a48-d626afeb8e56, https://bedes.lbl.gov/node/09d61aee-b740-4655-8a5c-75ccf98d3731, https://bedes.lbl.gov/node/da999cb7-348a-461f-aa5f-b1c37857be79",,,
FloorAreaPercentage,Floor Area Percentage,8075,BuildingSync.Facilities.Facility.Systems.LightingSystems.LightingSystem.LinkedPremises.ThermalZone.LinkedThermalZoneID.FloorAreas.FloorArea.FloorAreaPercentage,,,,,,,"Words: Term, Word","Floor,  Area","List-Option,  Term","https://bedes.lbl.gov/node/ad1928cc-d319-4ac5-8a48-d626afeb8e56, https://bedes.lbl.gov/node/09d61aee-b740-4655-8a5c-75ccf98d3731",Percentage,https://bedes.lbl.gov/node/83a7940f-046b-4b7a-b4f4-382e156c0d9e,
Story,Floor,8076,BuildingSync.Facilities.Facility.Systems.LightingSystems.LightingSystem.LinkedPremises.ThermalZone.LinkedThermalZoneID.FloorAreas.FloorArea.Story,9faff201-b000-41cf-9b8a-6955b6937eea,Floor,,Stories or floors made up of spaces that are all on the same level.,https://bedes.lbl.gov/node/9faff201-b000-41cf-9b8a-6955b6937eea,1.0,Term-to-List-Option Match,,,,,,
Space,Space,8077,BuildingSync.Facilities.Facility.Systems.LightingSystems.LightingSystem.LinkedPremises.Space,1bc16d94-c485-4a6e-ad52-182d753b317b,Space,,"A space is a section within a building or area that aids the primary activity and could not stand alone, such as a hallway or a closet.",https://bedes.lbl.gov/node/1bc16d94-c485-4a6e-ad52-182d753b317b,1.0,Term-to-List-Option Match,,,,,,
LinkedSpaceID,Linked Space Identifier,8078,BuildingSync.Facilities.Facility.Systems.LightingSystems.LightingSystem.LinkedPremises.Space.LinkedSpaceID,,,,,,,"Words: Term, Unmatched","Space,  Identifier","List-Option,  Term","https://bedes.lbl.gov/node/1656d1aa-d0e0-4486-9875-8cc080996256, https://bedes.lbl.gov/node/fb871c36-a226-4297-b674-319455f05f83",,,Linked
LinkedScheduleIDs,Linked Schedule Identifier,8079,BuildingSync.Facilities.Facility.Systems.LightingSystems.LightingSystem.LinkedPremises.Space.LinkedSpaceID.LinkedScheduleIDs,,,,,,,"Words: Term, Unmatched","Schedule,  Identifier","List-Option,  Term","https://bedes.lbl.gov/node/8fbe43d0-4ba3-4c0c-ac70-7e397d4ca60b, https://bedes.lbl.gov/node/fb871c36-a226-4297-b674-319455f05f83",,,Linked
LinkedScheduleID,Linked Schedule Identifier,8080,BuildingSync.Facilities.Facility.Systems.LightingSystems.LightingSystem.LinkedPremises.Space.LinkedSpaceID.LinkedScheduleIDs.LinkedScheduleID,,,,,,,"Words: Term, Unmatched","Schedule,  Identifier","List-Option,  Term","https://bedes.lbl.gov/node/8fbe43d0-4ba3-4c0c-ac70-7e397d4ca60b, https://bedes.lbl.gov/node/fb871c36-a226-4297-b674-319455f05f83",,,Linked
FloorAreas,Floor Areas,8081,BuildingSync.Facilities.Facility.Systems.LightingSystems.LightingSystem.LinkedPremises.Space.LinkedSpaceID.FloorAreas,,,,,,,Words: all Term,"Floor,  Areas","List-Option,  Term","https://bedes.lbl.gov/node/ad1928cc-d319-4ac5-8a48-d626afeb8e56, https://bedes.lbl.gov/node/09d61aee-b740-4655-8a5c-75ccf98d3731",,,
FloorArea,Floor Area,8082,BuildingSync.Facilities.Facility.Systems.LightingSystems.LightingSystem.LinkedPremises.Space.LinkedSpaceID.FloorAreas.FloorArea,,,,,,,Words: all Term,"Floor,  Area","List-Option,  Term","https://bedes.lbl.gov/node/ad1928cc-d319-4ac5-8a48-d626afeb8e56, https://bedes.lbl.gov/node/09d61aee-b740-4655-8a5c-75ccf98d3731",,,
FloorAreaType,Floor Area Type,8083,BuildingSync.Facilities.Facility.Systems.LightingSystems.LightingSystem.LinkedPremises.Space.LinkedSpaceID.FloorAreas.FloorArea.FloorAreaType,,,,,,,"Words: Term, Word","Floor,  Area","List-Option,  Term","https://bedes.lbl.gov/node/ad1928cc-d319-4ac5-8a48-d626afeb8e56, https://bedes.lbl.gov/node/09d61aee-b740-4655-8a5c-75ccf98d3731",Type,https://bedes.lbl.gov/node/de020bd3-d8df-47d9-a283-07ff78275c84,
FloorAreaCustomName,Floor Area Custom Name,8084,BuildingSync.Facilities.Facility.Systems.LightingSystems.LightingSystem.LinkedPremises.Space.LinkedSpaceID.FloorAreas.FloorArea.FloorAreaCustomName,,,,,,,"Words: Term, Unmatched","Floor,  Area,  Name","List-Option,  Term,  List-Option","https://bedes.lbl.gov/node/ad1928cc-d319-4ac5-8a48-d626afeb8e56, https://bedes.lbl.gov/node/09d61aee-b740-4655-8a5c-75ccf98d3731, https://bedes.lbl.gov/node/7f7a2ada-00a2-4354-9c71-18c024765239",,,Custom
FloorAreaValue,Floor Area Value,8085,BuildingSync.Facilities.Facility.Systems.LightingSystems.LightingSystem.LinkedPremises.Space.LinkedSpaceID.FloorAreas.FloorArea.FloorAreaValue,,,,,,,Words: all Term,"Floor,  Area,  Value","List-Option,  Term,  Term","https://bedes.lbl.gov/node/ad1928cc-d319-4ac5-8a48-d626afeb8e56, https://bedes.lbl.gov/node/09d61aee-b740-4655-8a5c-75ccf98d3731, https://bedes.lbl.gov/node/da999cb7-348a-461f-aa5f-b1c37857be79",,,
FloorAreaPercentage,Floor Area Percentage,8086,BuildingSync.Facilities.Facility.Systems.LightingSystems.LightingSystem.LinkedPremises.Space.LinkedSpaceID.FloorAreas.FloorArea.FloorAreaPercentage,,,,,,,"Words: Term, Word","Floor,  Area","List-Option,  Term","https://bedes.lbl.gov/node/ad1928cc-d319-4ac5-8a48-d626afeb8e56, https://bedes.lbl.gov/node/09d61aee-b740-4655-8a5c-75ccf98d3731",Percentage,https://bedes.lbl.gov/node/83a7940f-046b-4b7a-b4f4-382e156c0d9e,
Story,Floor,8087,BuildingSync.Facilities.Facility.Systems.LightingSystems.LightingSystem.LinkedPremises.Space.LinkedSpaceID.FloorAreas.FloorArea.Story,9faff201-b000-41cf-9b8a-6955b6937eea,Floor,,Stories or floors made up of spaces that are all on the same level.,https://bedes.lbl.gov/node/9faff201-b000-41cf-9b8a-6955b6937eea,1.0,Term-to-List-Option Match,,,,,,
UserDefinedFields,User Defined Fields,8088,BuildingSync.Facilities.Facility.Systems.LightingSystems.LightingSystem.UserDefinedFields,,,,,,,"Words: Term, Unmatched",Fields,List-Option,https://bedes.lbl.gov/node/89d1f367-f69d-4529-9b9d-51df4477c5ac,,,"User,  Defined"
UserDefinedField,User Defined Field,8089,BuildingSync.Facilities.Facility.Systems.LightingSystems.LightingSystem.UserDefinedFields.UserDefinedField,,,,,,,"Words: Term, Unmatched",Field,List-Option,https://bedes.lbl.gov/node/e1e05474-b6a7-4fec-9a3a-301060fd72f9,,,"User,  Defined"
FieldName,Field Name,8090,BuildingSync.Facilities.Facility.Systems.LightingSystems.LightingSystem.UserDefinedFields.UserDefinedField.FieldName,,,,,,,Words: all Term,"Field,  Name","List-Option,  List-Option","https://bedes.lbl.gov/node/e1e05474-b6a7-4fec-9a3a-301060fd72f9, https://bedes.lbl.gov/node/7f7a2ada-00a2-4354-9c71-18c024765239",,,
FieldValue,Field Value,8091,BuildingSync.Facilities.Facility.Systems.LightingSystems.LightingSystem.UserDefinedFields.UserDefinedField.FieldValue,,,,,,,Words: all Term,"Field,  Value","List-Option,  Term","https://bedes.lbl.gov/node/e1e05474-b6a7-4fec-9a3a-301060fd72f9, https://bedes.lbl.gov/node/da999cb7-348a-461f-aa5f-b1c37857be79",,,
Quantity,Quantity,8092,BuildingSync.Facilities.Facility.Systems.LightingSystems.LightingSystem.Quantity,aebf37a3-692f-4129-a659-ddd8ebaed422,Quantity,Global Terms,The number of specified units,https://bedes.lbl.gov/node/aebf37a3-692f-4129-a659-ddd8ebaed422,1.0,Term-to-Term Match,,,,,,
DomesticHotWaterSystems,Domestic Hot Water Systems,8093,BuildingSync.Facilities.Facility.Systems.DomesticHotWaterSystems,,,,,,,Words: all Term,"Domestic Hot Water,  Systems","List-Option,  List-Option","https://bedes.lbl.gov/node/5c5a8ce4-c447-4bb1-bda3-3e3933d6a5be, https://bedes.lbl.gov/node/17088d19-ae84-4a27-8905-add18338ebef",,,
DomesticHotWaterSystem,Domestic Hot Water System,8094,BuildingSync.Facilities.Facility.Systems.DomesticHotWaterSystems.DomesticHotWaterSystem,,,,,,,Words: all Term,"Domestic Hot Water,  System","List-Option,  List-Option","https://bedes.lbl.gov/node/5c5a8ce4-c447-4bb1-bda3-3e3933d6a5be, https://bedes.lbl.gov/node/17088d19-ae84-4a27-8905-add18338ebef",,,
DomesticHotWaterType,Domestic Hot Water Type,8095,BuildingSync.Facilities.Facility.Systems.DomesticHotWaterSystems.DomesticHotWaterSystem.DomesticHotWaterType,9e8edeaf-8b56-4893-a42b-9521248b5e06,Domestic Hot Water Type,Loads,Type of water heating equipment for hot running water.,https://bedes.lbl.gov/node/9e8edeaf-8b56-4893-a42b-9521248b5e06,1.0,Term-to-Term Match,,,,,,
StorageTank,Storage Tank,8096,BuildingSync.Facilities.Facility.Systems.DomesticHotWaterSystems.DomesticHotWaterSystem.DomesticHotWaterType.StorageTank,6a64aa01-4185-4d25-bb93-21c40bb03a15,Storage tank,,"A hot water storage tank (also hot water tank, thermal storage tank, hot water thermal storage unit, heat storage tank, hot water cylinder) is a water tank that is used for storing hot water for space heating or domestic use.",https://bedes.lbl.gov/node/6a64aa01-4185-4d25-bb93-21c40bb03a15,1.0,Term-to-List-Option Match,,,,,,
TankHeatingType,Tank Heating Type,8097,BuildingSync.Facilities.Facility.Systems.DomesticHotWaterSystems.DomesticHotWaterSystem.DomesticHotWaterType.StorageTank.TankHeatingType,3ff2d56e-7450-4524-ba87-c12f97f31adb,Tank Heating Type,Loads,Hot water tank or distribution type,https://bedes.lbl.gov/node/3ff2d56e-7450-4524-ba87-c12f97f31adb,1.0,Term-to-Term Match,,,,,,
Direct,Direct,8098,BuildingSync.Facilities.Facility.Systems.DomesticHotWaterSystems.DomesticHotWaterSystem.DomesticHotWaterType.StorageTank.TankHeatingType.Direct,cd79139b-874e-4889-ba04-57e6d7d9af3d,Direct,,,https://bedes.lbl.gov/node/cd79139b-874e-4889-ba04-57e6d7d9af3d,1.0,Term-to-List-Option Match,,,,,,
DirectTankHeatingSource,Direct Tank Heating Source,8099,BuildingSync.Facilities.Facility.Systems.DomesticHotWaterSystems.DomesticHotWaterSystem.DomesticHotWaterType.StorageTank.TankHeatingType.Direct.DirectTankHeatingSource,,,,,,,Words: all Term,"Direct,  Tank,  Heating,  Source","List-Option,  List-Option,  List-Option,  List-Option","https://bedes.lbl.gov/node/0c63a948-fe24-499b-bd3c-bbd3233d24a4, https://bedes.lbl.gov/node/4955673d-8779-41d4-bf31-4e38be1028f7, https://bedes.lbl.gov/node/87d699d6-5d8f-4648-9418-0ff048616c14, https://bedes.lbl.gov/node/658797eb-6b25-4d5d-9bd8-9b9b82f78a2e",,,
ElectricResistance,Electric Resistance,8100,BuildingSync.Facilities.Facility.Systems.DomesticHotWaterSystems.DomesticHotWaterSystem.DomesticHotWaterType.StorageTank.TankHeatingType.Direct.DirectTankHeatingSource.ElectricResistance,,,,,,,"Words: Term, Word",Electric,List-Option,https://bedes.lbl.gov/node/93d8182a-b71a-4ba4-96c2-f16087a01f0f,Resistance,https://bedes.lbl.gov/node/12298e92-ddfe-4291-9db1-d00bd5bf83c4,
Combustion,Combustion,8101,BuildingSync.Facilities.Facility.Systems.DomesticHotWaterSystems.DomesticHotWaterSystem.DomesticHotWaterType.StorageTank.TankHeatingType.Direct.DirectTankHeatingSource.Combustion,56094b2d-a71c-451b-acf3-0bd132620cbb,Combustion,,The measure of how much energy is extracted from the fuel and is the ratio of heat transferred to the combustion air divided by the heat input of the fuel. (0-1),https://bedes.lbl.gov/node/56094b2d-a71c-451b-acf3-0bd132620cbb,1.0,Term-to-List-Option Match,,,,,,
DraftType,Draft Type,8102,BuildingSync.Facilities.Facility.Systems.DomesticHotWaterSystems.DomesticHotWaterSystem.DomesticHotWaterType.StorageTank.TankHeatingType.Direct.DirectTankHeatingSource.Combustion.DraftType,b2bc8a23-9a79-4a91-9903-4e0a495595b8,Draft Type,HVAC,"Draft mechanism used for drawing air through a boiler, furnace, or water heater.",https://bedes.lbl.gov/node/b2bc8a23-9a79-4a91-9903-4e0a495595b8,1.0,Term-to-Term Match,,,,,,
DraftBoundary,Draft Boundary,8103,BuildingSync.Facilities.Facility.Systems.DomesticHotWaterSystems.DomesticHotWaterSystem.DomesticHotWaterType.StorageTank.TankHeatingType.Direct.DirectTankHeatingSource.Combustion.DraftBoundary,,,,,,,"Words: Term, Word",Draft,List-Option,https://bedes.lbl.gov/node/8789cd86-3994-468c-89ce-e7b31c4a2bd8,Boundary,https://bedes.lbl.gov/node/31bb6d91-ab32-45d5-9e66-d71281f0d168,
CondensingOperation,Condensing Operation,8104,BuildingSync.Facilities.Facility.Systems.DomesticHotWaterSystems.DomesticHotWaterSystem.DomesticHotWaterType.StorageTank.TankHeatingType.Direct.DirectTankHeatingSource.Combustion.CondensingOperation,3835a2ea-4a5a-40c2-a643-01619cf1c496,Condensing Operation,HVAC,Capability of a boiler or furnace of condensing the water vapor in the exhaust flue gas to obtain a higher efficiency.,https://bedes.lbl.gov/node/3835a2ea-4a5a-40c2-a643-01619cf1c496,1.0,Term-to-Term Match,,,,,,
Other,Other,8105,BuildingSync.Facilities.Facility.Systems.DomesticHotWaterSystems.DomesticHotWaterSystem.DomesticHotWaterType.StorageTank.TankHeatingType.Direct.DirectTankHeatingSource.Other,,,,,,,Words: all Word,,,,Other,https://bedes.lbl.gov/node/0707002a-2bf0-46f3-a2c2-ba8f019ca97e,
Unknown,Unknown,8106,BuildingSync.Facilities.Facility.Systems.DomesticHotWaterSystems.DomesticHotWaterSystem.DomesticHotWaterType.StorageTank.TankHeatingType.Direct.DirectTankHeatingSource.Unknown,,,,,,,Words: all Unmatched,,,,,,Unknown
Indirect,Indirect,8107,BuildingSync.Facilities.Facility.Systems.DomesticHotWaterSystems.DomesticHotWaterSystem.DomesticHotWaterType.StorageTank.TankHeatingType.Indirect,8a1fddca-1263-4bb8-93d5-3f2c73e35fd4,Indirect,,,https://bedes.lbl.gov/node/8a1fddca-1263-4bb8-93d5-3f2c73e35fd4,1.0,Term-to-List-Option Match,,,,,,
IndirectTankHeatingSource,Indirect Tank Heating Source,8108,BuildingSync.Facilities.Facility.Systems.DomesticHotWaterSystems.DomesticHotWaterSystem.DomesticHotWaterType.StorageTank.TankHeatingType.Indirect.IndirectTankHeatingSource,58334cea-c0f6-4309-bdd6-86bdbaf2951d,Indirect Tank Heating Source,Loads,Source of heat for indirect-fired hot water tank.,https://bedes.lbl.gov/node/58334cea-c0f6-4309-bdd6-86bdbaf2951d,1.0,Term-to-Term Match,,,,,,
HeatPump,Heat Pump,8109,BuildingSync.Facilities.Facility.Systems.DomesticHotWaterSystems.DomesticHotWaterSystem.DomesticHotWaterType.StorageTank.TankHeatingType.Indirect.IndirectTankHeatingSource.HeatPump,55ac1390-c00b-429b-a2aa-1880feffdc25,Heat pump,,Generic heat pump,https://bedes.lbl.gov/node/55ac1390-c00b-429b-a2aa-1880feffdc25,1.0,Term-to-List-Option Match,,,,,,
RatedHeatPumpSensibleHeatRatio,Rated Pump Sensible Heat Ratio,8110,BuildingSync.Facilities.Facility.Systems.DomesticHotWaterSystems.DomesticHotWaterSystem.DomesticHotWaterType.StorageTank.TankHeatingType.Indirect.IndirectTankHeatingSource.HeatPump.RatedHeatPumpSensibleHeatRatio,,,,,,,"Words: Term, Word","Rated,  Pump,  Sensible","List-Option,  List-Option,  List-Option","https://bedes.lbl.gov/node/ce9707b0-d447-471a-aea5-ddcde9d4a981, https://bedes.lbl.gov/node/d59669d9-cd51-40f6-bdab-ae67b42b23ea, https://bedes.lbl.gov/node/73d16cef-1408-40a0-93cb-a53ad540ebf9","Heat,  Ratio","https://bedes.lbl.gov/node/5df5cf85-3552-44e3-a6a7-022c9b84610b, https://bedes.lbl.gov/node/386c6359-a381-4dbf-b2e0-c72069f7843c",
HPWHMinimumAirTemperature,Heat Pump Water Heater Minimum Air Temperature,8111,BuildingSync.Facilities.Facility.Systems.DomesticHotWaterSystems.DomesticHotWaterSystem.DomesticHotWaterType.StorageTank.TankHeatingType.Indirect.IndirectTankHeatingSource.HeatPump.HPWHMinimumAirTemperature,,,,,,,"Words: Term, Word","Heat Pump,  Water,  Minimum,  Air,  Temperature","List-Option,  List-Option,  List-Option,  List-Option,  List-Option","https://bedes.lbl.gov/node/55ac1390-c00b-429b-a2aa-1880feffdc25, https://bedes.lbl.gov/node/1eb1ea90-8414-47f3-b827-e5a36854ac65, https://bedes.lbl.gov/node/cbc79305-96bb-4fdf-bfca-8eca07364ce5, https://bedes.lbl.gov/node/d8245066-0824-42ba-94e6-0d2474a3f9a0, https://bedes.lbl.gov/node/e7ca0d36-5870-45ef-b4ae-c860de97030f",Heater,https://bedes.lbl.gov/node/7f1f39d3-cbb2-4457-b35c-d2834f2a7bf7,
Refrigerant,Refrigerant,8112,BuildingSync.Facilities.Facility.Systems.DomesticHotWaterSystems.DomesticHotWaterSystem.DomesticHotWaterType.StorageTank.TankHeatingType.Indirect.IndirectTankHeatingSource.HeatPump.Refrigerant,8eccedba-beab-4932-99bb-90e3ab213c2f,Refrigerant,HVAC,The type of refrigerant used in the heat pump,https://bedes.lbl.gov/node/8eccedba-beab-4932-99bb-90e3ab213c2f,1.0,Term-to-Term Match,,,,,,
Solar,Solar,8113,BuildingSync.Facilities.Facility.Systems.DomesticHotWaterSystems.DomesticHotWaterSystem.DomesticHotWaterType.StorageTank.TankHeatingType.Indirect.IndirectTankHeatingSource.Solar,b46bc369-6b59-49f4-bc97-8db11bb2df93,Solar,,"Solar water heating systems use the sun's energy to heat water. A solar water heating system is made up of several key components including solar collectors, thermal storage, system controls/controller, and back-up, conventional water heater. Sunlight strikes and heats an absorber surface within a solar collector or an actual storage tank. Either a heat-transfer fluid or the actual potable water to be used flows through tubes attached to the absorber and picks up the heat from it (systems with a separate heat-transfer-fluid loop include a heat exchanger that then heats the potable water.) The heated water is stored in a separate preheat tank or a conventional water heater tank until needed. If additional heat is needed, it is provided by electricity or fossil-fuel energy by the conventional water heating system.",https://bedes.lbl.gov/node/b46bc369-6b59-49f4-bc97-8db11bb2df93,1.0,Term-to-List-Option Match,,,,,,
