enum_name,enum_id,bedes_content_uuid,bedes_term,bedes_definition,bedes_url,bedes_related_term_uuid,distance 
Assembly-Cultural entertainment,620,,,,,,
Assembly-Social entertainment,621,593c2954-d4e0-406c-a69b-ed823f1b4954,Assembly social entertainment,"Social entertainment premises include movie theater, non-food-serving venues such as bars and nightclubs, and small social meeting halls such as lounges.",https://bedes.lbl.gov/node/593c2954-d4e0-406c-a69b-ed823f1b4954,c96589bd-0dfc-47a4-b040-11dba49d2ebd,0.9501915708812261
Assembly-Arcade or casino without lodging,622,,,,,,
Assembly-Convention center,623,,,,,,
Assembly-Stadium,624,a103dfa7-391a-4402-ab38-a007a5c3eda7,Assembly stadium,"Open or enclosed premises including arenas, stadiums, and race tracks, and performing arts theaters that are operating live events such as fairs, concerts, sporting events, concerts, trade shows, and festivals.",https://bedes.lbl.gov/node/a103dfa7-391a-4402-ab38-a007a5c3eda7,c96589bd-0dfc-47a4-b040-11dba49d2ebd,0.95
Assembly-Public,625,,,,,,
Recreation-Pool,626,,,,,,
Recreation-Fitness center,627,,,,,,
Recreation-Ice rink,628,,,,,,
Recreation-Indoor sport,629,,,,,,
Recreation,630,97a607b1-ce82-4200-b0f0-46293874bdbb,Recreation,"Recreation premises including roller skating rinks, climbing gym, bowling alleys, basketball courts, ping pong, racquetball, handball, and batting cages.",https://bedes.lbl.gov/node/97a607b1-ce82-4200-b0f0-46293874bdbb,c96589bd-0dfc-47a4-b040-11dba49d2ebd,1.0
Education-Higher,631,,,,,,
Education-Secondary,632,01c62255-4c04-4968-8b50-d3cc8e72927c,Education secondary,"Secondary education premises including secondary school, junior high school, middle school, and high school. Also includes schools for the academic, technical, vocational, montessori, handicapped, boarding, preparatory, private, finishing, parochial and military.",https://bedes.lbl.gov/node/01c62255-4c04-4968-8b50-d3cc8e72927c,c96589bd-0dfc-47a4-b040-11dba49d2ebd,0.9578947368421054
Education-Primary,633,9d6b455e-7c86-4cff-be34-813ef9678efc,Education primary,"Primary education premises including primary school, elementary school, and kindergarten. Also includes schools for the handicapped, montessori, boarding, preparatory, private, and parochial.",https://bedes.lbl.gov/node/9d6b455e-7c86-4cff-be34-813ef9678efc,c96589bd-0dfc-47a4-b040-11dba49d2ebd,0.9529411764705882
Education-Preschool or daycare,634,,,,,,
Education,635,db50cb73-d424-44ea-9819-1a2c99bb9c03,Education,School premises for educational purposes.,https://bedes.lbl.gov/node/db50cb73-d424-44ea-9819-1a2c99bb9c03,c96589bd-0dfc-47a4-b040-11dba49d2ebd,1.0
Food service-Fast,636,f59cc589-a7a5-41cf-90f3-2bd2ea35fb11,Food service fast,"Fast food service premises including pizza delivery and take-out shops, take-out eating places, fast-food restaurants, and takeout sandwich shops.",https://bedes.lbl.gov/node/f59cc589-a7a5-41cf-90f3-2bd2ea35fb11,c96589bd-0dfc-47a4-b040-11dba49d2ebd,0.9529411764705882
Food service-Full,637,f0b65b15-c7e5-4d6b-a6bc-4ebcc86526b9,Food service full,"Food service premises which include full waiter/waitress service including diner, family restaurant, fine dining, pizza parlor, pizzeria, dinner theater, and steakhouse. The order is taken while the patron is seated. Patrons pay after they consume their selections.",https://bedes.lbl.gov/node/f0b65b15-c7e5-4d6b-a6bc-4ebcc86526b9,c96589bd-0dfc-47a4-b040-11dba49d2ebd,0.9529411764705882
Food service-Limited,638,a9d7f534-2498-4ea6-8ebc-3e1c1430bff6,Food service limited,"Establishments typically without waiter/waitress service in which patrons generally order or select items and pay before consuming. Food and drink may be consumed on premises, taken out, or delivered. Examples are: coffee shop, cafe, deli, bakery, bar, and pub.",https://bedes.lbl.gov/node/a9d7f534-2498-4ea6-8ebc-3e1c1430bff6,c96589bd-0dfc-47a4-b040-11dba49d2ebd,0.96
Food service-Institutional,639,,,,,,
Food service,640,5c93867e-5ef9-479f-b988-da33c32b0300,Food service,Any premises serving food.,https://bedes.lbl.gov/node/5c93867e-5ef9-479f-b988-da33c32b0300,c96589bd-0dfc-47a4-b040-11dba49d2ebd,1.0
Lodging-Institutional,641,,,,,,
Lodging with extended amenities,642,726d7274-c0a6-4dbd-b9fc-8af5487d8c91,Lodging with extended amenities,Lodging premises including hotels and resort.,https://bedes.lbl.gov/node/726d7274-c0a6-4dbd-b9fc-8af5487d8c91,c96589bd-0dfc-47a4-b040-11dba49d2ebd,1.0
Lodging with limited amenities,643,c218d22d-6db3-4762-af31-1a19192b2d6c,Lodging with limited amenities,"Lodging premises including motels, lodges, inns, camps, cabins, and cottages.",https://bedes.lbl.gov/node/c218d22d-6db3-4762-af31-1a19192b2d6c,c96589bd-0dfc-47a4-b040-11dba49d2ebd,1.0
Lodging,644,5627b7c6-cff2-4467-8208-afdf393f6fc0,Lodging,Lodging premises with unconventional or temporary housing type such as a bed and breakfast.,https://bedes.lbl.gov/node/5627b7c6-cff2-4467-8208-afdf393f6fc0,c96589bd-0dfc-47a4-b040-11dba49d2ebd,1.0
Retail-Mall,645,,,,,,
Retail-Strip mall,646,,,,,,
Retail-Enclosed mall,647,,,,,,
Retail-Dry goods retail,648,,,,,,
Retail-Hypermarket,649,,,,,,
Retail,650,3811264e-05ce-4b09-a0fc-bc7fa2cadd70,Retail,"Premises include retailing merchandise such as furniture and home furnishings stores, electronics and appliance stores, food and beverage stores, health and personal care stores, clothing and clothing accessories stores, sporting goods, hobby, book and music stores, and office supplies, stationery and gift stores. Excludes malls.",https://bedes.lbl.gov/node/3811264e-05ce-4b09-a0fc-bc7fa2cadd70,c96589bd-0dfc-47a4-b040-11dba49d2ebd,1.0
Service-Postal,651,,,,,,
Service-Repair,652,,,,,,
Service-Laundry or dry cleaning,653,,,,,,
Service-Studio,654,,,,,,
Service-Beauty and health,655,,,,,,
Service-Production and assembly,656,,,,,,
Service,657,f6d23dca-b8af-4cf2-b5b8-4ee50700be38,Service,These establishments may provide general services on the premises.,https://bedes.lbl.gov/node/f6d23dca-b8af-4cf2-b5b8-4ee50700be38,c96589bd-0dfc-47a4-b040-11dba49d2ebd,1.0
Transportation terminal,658,cd47d70e-e904-45d4-aac7-9f860f35c0c4,Transportation terminal,"A terminal premises where freight and passengers either departs, arrives, or is handled in the transportation process using facilities and equipment to accommodate the traffic.",https://bedes.lbl.gov/node/cd47d70e-e904-45d4-aac7-9f860f35c0c4,c96589bd-0dfc-47a4-b040-11dba49d2ebd,1.0
Central Plant,659,cdd7c4bd-0254-4561-b8c0-4724b0e6e91d,Central plant,"A central plant is the energy center of a campus, producing and distributing primary utilities from the central location.",https://bedes.lbl.gov/node/cdd7c4bd-0254-4561-b8c0-4724b0e6e91d,c96589bd-0dfc-47a4-b040-11dba49d2ebd,0.9692307692307692
Water treatment-Wastewater,660,,,,,,
Water treatment-Drinking water and distribution,661,,,,,,
Water treatment,662,d35768c3-d8b9-483e-bb70-fce186c96679,Water treatment,"Premises with operating water treatment plants including pumping stations, aqueducts, and/or distribution mains.",https://bedes.lbl.gov/node/d35768c3-d8b9-483e-bb70-fce186c96679,c96589bd-0dfc-47a4-b040-11dba49d2ebd,1.0
Energy generation plant,663,bb52c754-f896-4666-8a2e-b2671ea9d519,Energy generation plant,"A premises with a facility designed to produce electric energy from another form of energy such as fossil fuel, geothermal, and solar.",https://bedes.lbl.gov/node/bb52c754-f896-4666-8a2e-b2671ea9d519,c96589bd-0dfc-47a4-b040-11dba49d2ebd,1.0
Industrial manufacturing plant,664,8ca5ad11-3617-49cd-95ad-de2545187ab4,Industrial manufacturing plant,"A premises with a manufacturing production facility of merchandise using labor, machines, chemical and biological processing, or formulation that transforms raw materials into finished goods at large scales.",https://bedes.lbl.gov/node/8ca5ad11-3617-49cd-95ad-de2545187ab4,c96589bd-0dfc-47a4-b040-11dba49d2ebd,1.0
Utility,665,fb748dd3-6611-4a63-afdb-eebf3a78dae7,Utility,"A premises providing services for the public such as electricity, natural gas, water, sewage, and telecommunications.",https://bedes.lbl.gov/node/fb748dd3-6611-4a63-afdb-eebf3a78dae7,c96589bd-0dfc-47a4-b040-11dba49d2ebd,1.0
Industrial,666,81950e3d-3bbe-495d-9586-08eafad5c029,Industrial,"Industrial premises including food processing, manufacturing, high tech, metal processing, and pulp and paper firms. Premises may have fixed pieces of equipment, buildings or complexes used to produce goods as part of any process or system such as voltage optimization, water and wastewater systems, transport processing or other activity involving farm products off-farm.",https://bedes.lbl.gov/node/81950e3d-3bbe-495d-9586-08eafad5c029,c96589bd-0dfc-47a4-b040-11dba49d2ebd,1.0
Agricultural estate,667,075c8db5-eb05-43cd-90c2-f69ef4631ec1,Agricultural estate,"Premises accommodating dairy farms, cattle ranch, and farms.",https://bedes.lbl.gov/node/075c8db5-eb05-43cd-90c2-f69ef4631ec1,c96589bd-0dfc-47a4-b040-11dba49d2ebd,1.0
Mixed-use commercial,668,622b9f3b-1315-4700-9c04-8d89e71b6f8a,Mixed use commercial,"A commercial premises includes non-manufacturing business establishments including hotels, restaurants, wholesale businesses, retail stores, warehouses, storage facilities, and health, social and educational institutions.",https://bedes.lbl.gov/node/622b9f3b-1315-4700-9c04-8d89e71b6f8a,c96589bd-0dfc-47a4-b040-11dba49d2ebd,0.9589473684210527
Parking,669,8ac3b248-cf77-437c-98de-9259136b106b,Parking,"Enclosed, partially enclosed, or open parking premises including attached garage, underground parking, uncovered driveways or lots, and covered carports.",https://bedes.lbl.gov/node/8ac3b248-cf77-437c-98de-9259136b106b,c96589bd-0dfc-47a4-b040-11dba49d2ebd,1.0
Attic,670,80e4ef5c-e03e-4d8e-9fb3-747d0266aa76,Attic,A space located below the pitched roof of a residential house or other building.,https://bedes.lbl.gov/node/80e4ef5c-e03e-4d8e-9fb3-747d0266aa76,c96589bd-0dfc-47a4-b040-11dba49d2ebd,1.0
Basement,671,6baa545d-e5f8-4ccd-b36d-6abd63a74cc2,Basement,"Finished, partially-finished, or unfinished.",https://bedes.lbl.gov/node/6baa545d-e5f8-4ccd-b36d-6abd63a74cc2,c96589bd-0dfc-47a4-b040-11dba49d2ebd,1.0
Dining area,672,52242891-1c6e-4282-a7b9-b98a2ef365d3,Dining area,A dining room is a room in a residential house for consuming food.,https://bedes.lbl.gov/node/52242891-1c6e-4282-a7b9-b98a2ef365d3,c96589bd-0dfc-47a4-b040-11dba49d2ebd,1.0
Living area,673,3cfe4179-3e41-4b5f-b9a0-efd0b978a25f,Living area,A living room is a room in a residential house for relaxing and socializing.,https://bedes.lbl.gov/node/3cfe4179-3e41-4b5f-b9a0-efd0b978a25f,c96589bd-0dfc-47a4-b040-11dba49d2ebd,1.0
Sleeping area,674,2f6c1958-a714-46aa-8984-2a24c14e3a16,Sleeping area,A sleeping area is a room where people sleep such as a bedroom.,https://bedes.lbl.gov/node/2f6c1958-a714-46aa-8984-2a24c14e3a16,c96589bd-0dfc-47a4-b040-11dba49d2ebd,1.0
Laundry area,675,259a0705-682b-414d-ab45-e638fc522974,Laundry area,A laundry area is a room or area where clothes are washed and might include a washing machine and clothes dryer.,https://bedes.lbl.gov/node/259a0705-682b-414d-ab45-e638fc522974,c96589bd-0dfc-47a4-b040-11dba49d2ebd,1.0
Lodging area,676,f95870f2-ff16-4a2f-8e17-2e9aca5ef7a1,Lodging area,"A lodging area that is not common to all guests or occupants. For example guest rooms in a hotel, or apartment units in a multifamily complex.",https://bedes.lbl.gov/node/f95870f2-ff16-4a2f-8e17-2e9aca5ef7a1,c96589bd-0dfc-47a4-b040-11dba49d2ebd,1.0
Dressing area,677,87db90bc-0fe5-4f60-9b86-7b2dc327e71c,Dressing area,"A dressing area is a room or area designated for changing one's clothes in a semi-public situation including locker rooms, walk-in closets, changing rooms and dressing rooms in clothing retailers.",https://bedes.lbl.gov/node/87db90bc-0fe5-4f60-9b86-7b2dc327e71c,c96589bd-0dfc-47a4-b040-11dba49d2ebd,1.0
Restroom,678,7d052b29-540e-450e-bfca-6787bab6335c,Restroom,"A restroom is a room or small building containing one or more toilets and/or urinals. Public restrooms might exist as handicapped, unisex and male and/or female restrooms.",https://bedes.lbl.gov/node/7d052b29-540e-450e-bfca-6787bab6335c,c96589bd-0dfc-47a4-b040-11dba49d2ebd,1.0
Auditorium,679,16ff1425-36da-47b3-b2b2-2ffa66edeed6,Auditorium,An auditorium is a large room that enables an audience to hear and watch performances at venues such as theatres.,https://bedes.lbl.gov/node/16ff1425-36da-47b3-b2b2-2ffa66edeed6,c96589bd-0dfc-47a4-b040-11dba49d2ebd,1.0
Classroom,680,3849a619-642e-4d48-9591-12d4ea961a33,Classroom,"A classroom is a room for learning purposes in all types of educational institution premises including public and private schools, corporations, and religious and humanitarian organizations.",https://bedes.lbl.gov/node/3849a619-642e-4d48-9591-12d4ea961a33,c96589bd-0dfc-47a4-b040-11dba49d2ebd,1.0
Day room,681,91cf9e24-8f38-4c86-8dca-24dbb110329a,Day room,"A day room, common room, or communal room is a shared lounge area for daytime recreation often in residence hall premises including universities, colleges, military bases, hospitals, rest homes, hostels, and even minimum-security prisons. It could be connected to private rooms and could include a bathroom.",https://bedes.lbl.gov/node/91cf9e24-8f38-4c86-8dca-24dbb110329a,c96589bd-0dfc-47a4-b040-11dba49d2ebd,1.0
Sport play area,682,791d4a4c-a274-4a34-af33-c153b524724b,Sport play area,"A room for sports, recreation or playing.",https://bedes.lbl.gov/node/791d4a4c-a274-4a34-af33-c153b524724b,c96589bd-0dfc-47a4-b040-11dba49d2ebd,1.0
Stage,683,5626faa3-fa2c-4f91-a323-13b6cc58f7dc,Stage,"A stage is a designated space for the performance of productions, such as music and theater. A stage may consist of raised or un-raised platforms that serve as a focal point for an audience.",https://bedes.lbl.gov/node/5626faa3-fa2c-4f91-a323-13b6cc58f7dc,c96589bd-0dfc-47a4-b040-11dba49d2ebd,1.0
Spectator area,684,4708b988-c078-402d-88de-b72b00c103a3,Spectator area,"A spectator area is a space where the audience may observe, sitting or standing, such as bleachers, guest seating at a theater, and auditorium seating area.",https://bedes.lbl.gov/node/4708b988-c078-402d-88de-b72b00c103a3,c96589bd-0dfc-47a4-b040-11dba49d2ebd,1.0
Office work area,685,2d642de4-9da0-471d-9ca3-286799ea8da5,Office work area,An office work area is a room or area where administrative work is performed.,https://bedes.lbl.gov/node/2d642de4-9da0-471d-9ca3-286799ea8da5,c96589bd-0dfc-47a4-b040-11dba49d2ebd,1.0
Non-office work area,686,,,,,,
Common area,687,c0bc2a33-99b5-4e72-a771-60271f09fbb4,Common area,"A common area is an area for use by more than one person, and often exist in apartments, gated communities, condominiums, cooperatives and shopping malls.",https://bedes.lbl.gov/node/c0bc2a33-99b5-4e72-a771-60271f09fbb4,c96589bd-0dfc-47a4-b040-11dba49d2ebd,1.0
Reception area,688,d180fe3e-c032-4349-a3db-cb77189cb4d0,Reception area,"A reception area is a space for hospitality after a main event such as a wedding or graduation. It might include food, drinks, and entertainment.",https://bedes.lbl.gov/node/d180fe3e-c032-4349-a3db-cb77189cb4d0,c96589bd-0dfc-47a4-b040-11dba49d2ebd,1.0
Waiting area,689,2f2a4c39-1be8-4d7c-8614-a1d802866047,Waiting area,A waiting area is a space where people sit or stand until an event begins and often exist at a hospital.,https://bedes.lbl.gov/node/2f2a4c39-1be8-4d7c-8614-a1d802866047,c96589bd-0dfc-47a4-b040-11dba49d2ebd,1.0
Transportation waiting area,690,a6fe4e66-ac9d-4f09-b0d0-1b26e7d70110,Transportation waiting area,"A transportation waiting area is a space where people wait until an arrival or departure of a particular mode of transportation, and can exist at an airport such a cell phone lot.",https://bedes.lbl.gov/node/a6fe4e66-ac9d-4f09-b0d0-1b26e7d70110,c96589bd-0dfc-47a4-b040-11dba49d2ebd,1.0
Lobby,691,26e45718-3a2a-4912-a0cb-9017a254fe63,Lobby,"A lobby, foyer or entrance hall is an area often located at the entrance of a building for socializing and greeting.",https://bedes.lbl.gov/node/26e45718-3a2a-4912-a0cb-9017a254fe63,c96589bd-0dfc-47a4-b040-11dba49d2ebd,1.0
Conference room,692,2614f1d8-cf92-4123-b3ea-e724a4fff180,Conference room,"A conference room is a room provided for an event such as a conference and meeting. They might exist at large hotels, arenas, convention centers, and hospitals.",https://bedes.lbl.gov/node/2614f1d8-cf92-4123-b3ea-e724a4fff180,c96589bd-0dfc-47a4-b040-11dba49d2ebd,1.0
Computer lab,693,6a146cdb-2aa8-4535-a878-99c4fa913b16,Computer lab,"A computer lab is for computer use and might have printers and scanners that are often located in premises such as libraries, schools, government buildings, laboratories, community centers, companies, and research centers.",https://bedes.lbl.gov/node/6a146cdb-2aa8-4535-a878-99c4fa913b16,c96589bd-0dfc-47a4-b040-11dba49d2ebd,1.0
Data center,694,e9ca14fc-a528-44e7-a198-a73e181a25d7,Data center,"A data center is a place that houses computer systems and backup power supply, data communication connections, environmental controls, and security devices such as telecommunications and storage systems.",https://bedes.lbl.gov/node/e9ca14fc-a528-44e7-a198-a73e181a25d7,c96589bd-0dfc-47a4-b040-11dba49d2ebd,1.0
Printing room,695,b9a7e9e1-7ec3-496a-a198-714f8cab20c6,Printing room,"A printing room is an area where printing takes place, such as the development of film.",https://bedes.lbl.gov/node/b9a7e9e1-7ec3-496a-a198-714f8cab20c6,c96589bd-0dfc-47a4-b040-11dba49d2ebd,1.0
Media center,696,2d5505b1-e56b-43f5-8c1a-24c35225dcbc,Media center,"A media center is place for researching, viewing and producing a wide range of media.",https://bedes.lbl.gov/node/2d5505b1-e56b-43f5-8c1a-24c35225dcbc,c96589bd-0dfc-47a4-b040-11dba49d2ebd,1.0
Telephone data entry,697,d90397f7-e910-416e-a3bf-5c8eb7f3ec9b,Telephone data entry,A telephone data entry is a place where services include data entry from telephone directories.,https://bedes.lbl.gov/node/d90397f7-e910-416e-a3bf-5c8eb7f3ec9b,c96589bd-0dfc-47a4-b040-11dba49d2ebd,1.0
Darkroom,698,32b00511-7acc-4855-90b4-1ae494ca4a0a,Darkroom,A darkroom is an area that can be made dark for the processing of light-sensitive photographic materials including photographic film and photographic paper.,https://bedes.lbl.gov/node/32b00511-7acc-4855-90b4-1ae494ca4a0a,c96589bd-0dfc-47a4-b040-11dba49d2ebd,1.0
Courtroom,699,b2574ccc-d78b-4088-92f5-372483750a80,Courtroom,A courtroom is a space where a judge holds court hearings.,https://bedes.lbl.gov/node/b2574ccc-d78b-4088-92f5-372483750a80,c96589bd-0dfc-47a4-b040-11dba49d2ebd,1.0
Kitchen,700,89b4f672-e913-4dba-8c95-e9a22d1af9d9,Kitchen,"A kitchen is an area for cooking and food preparation, and might include a stove, a sink, a refrigerator, a microwave oven, a dishwasher and other electric appliances.",https://bedes.lbl.gov/node/89b4f672-e913-4dba-8c95-e9a22d1af9d9,c96589bd-0dfc-47a4-b040-11dba49d2ebd,1.0
Kitchenette,701,221df263-e080-436b-b55b-dc123038554b,Kitchenette,"A kitchenette is a smaller area than a kitchen for a small refrigerator, a microwave oven, hotplate, and/or a sink often found in motel and hotel rooms, small apartments, college dormitories or office buildings.",https://bedes.lbl.gov/node/221df263-e080-436b-b55b-dc123038554b,c96589bd-0dfc-47a4-b040-11dba49d2ebd,1.0
Refrigerated storage,702,ec37f28b-b40a-445a-a96b-c9b88043c19a,Refrigerated storage,"Refrigeration is a process in which work is done to move heat from one location to another. The work of heat transport is traditionally driven by mechanical work, but can also be driven by heat, magnetism, electricity, laser, or other means. Refrigeration has many applications, including, but not limited to: household refrigerators, industrial freezers, cryogenics, and air conditioning. Heat pumps may use the heat output of the refrigeration process, and also may be designed to be reversible, but are otherwise similar to refrigeration units.",https://bedes.lbl.gov/node/ec37f28b-b40a-445a-a96b-c9b88043c19a,c96589bd-0dfc-47a4-b040-11dba49d2ebd,1.0
Bar,703,02117b1b-d812-47f1-bdc5-e5c0605ab3ad,Bar,"A bar is a counter across which alcoholic drinks or refreshments are served, the bar premises include the bar itself, bar seating, and the back-bar where refreshments are prepared.",https://bedes.lbl.gov/node/02117b1b-d812-47f1-bdc5-e5c0605ab3ad,c96589bd-0dfc-47a4-b040-11dba49d2ebd,1.0
Dance floor,704,c9142e31-cf41-4f4a-8e4b-9021b0351509,Dance floor,The dance floor is clear of all furniture so patrons may have room to dance or perform and is usually lit and conditioned differently than the rest of the space.,https://bedes.lbl.gov/node/c9142e31-cf41-4f4a-8e4b-9021b0351509,c96589bd-0dfc-47a4-b040-11dba49d2ebd,1.0
Security room,705,d4498ebc-b943-49f0-99c0-001df1efcba2,Security room,A security room houses safety and security equipment as well as personnel.,https://bedes.lbl.gov/node/d4498ebc-b943-49f0-99c0-001df1efcba2,c96589bd-0dfc-47a4-b040-11dba49d2ebd,1.0
Shipping and receiving,706,faf1388a-e104-4ea6-8a9f-264258fdbbf3,Shipping and receiving,Shipping and receiving premises include loading or unloading docks and processing counters.,https://bedes.lbl.gov/node/faf1388a-e104-4ea6-8a9f-264258fdbbf3,c96589bd-0dfc-47a4-b040-11dba49d2ebd,1.0
Mechanical room,707,cd0e8b58-59bb-4e6c-b153-301be7e32785,Mechanical room,The mechanical room is dedicated to the mechanical equipment and its associated electrical equipment.,https://bedes.lbl.gov/node/cd0e8b58-59bb-4e6c-b153-301be7e32785,c96589bd-0dfc-47a4-b040-11dba49d2ebd,1.0
Chemical storage room,708,d4512f7f-ed48-4bd1-9b27-6e3ca9a2903e,Chemical storage room,Chemical storage rooms follow chemical storage guidelines to protect building occupants from exposure to chemicals and to maintain chemicals in proper storage conditions.,https://bedes.lbl.gov/node/d4512f7f-ed48-4bd1-9b27-6e3ca9a2903e,c96589bd-0dfc-47a4-b040-11dba49d2ebd,1.0
Non-chemical storage room,709,,,,,,
Janitorial closet,710,1e2f9772-ecd3-4a56-aebb-25249b06cb93,Janitorial closet,Janitorial closets are for storage of janitorial supplies and can also including waste and recycling rooms.,https://bedes.lbl.gov/node/1e2f9772-ecd3-4a56-aebb-25249b06cb93,c96589bd-0dfc-47a4-b040-11dba49d2ebd,1.0
Vault,711,58ad9f8a-7b5c-42da-84ad-e32e64fffc8e,Vault,A vault is a chamber used for storage of precious property.,https://bedes.lbl.gov/node/58ad9f8a-7b5c-42da-84ad-e32e64fffc8e,c96589bd-0dfc-47a4-b040-11dba49d2ebd,1.0
Corridor,712,74ae3421-7517-46aa-993c-b36d40796c85,Corridor,A corridor is a long passage in a building from which doors lead into rooms.,https://bedes.lbl.gov/node/74ae3421-7517-46aa-993c-b36d40796c85,c96589bd-0dfc-47a4-b040-11dba49d2ebd,1.0
Deck,713,2db579ef-905f-47e5-b801-9418b9b4b1b6,Deck,"A deck is a structure of planks or plates, approximately horizontal, extending out from the exterior of the building and is open to the weather.",https://bedes.lbl.gov/node/2db579ef-905f-47e5-b801-9418b9b4b1b6,c96589bd-0dfc-47a4-b040-11dba49d2ebd,1.0
Courtyard,714,28c4fc71-a2bf-4d5f-b02b-ca7be744fbf5,Courtyard,A courtyard is an unroofed area that is completely or mostly enclosed by the walls of a the surrounding structure.,https://bedes.lbl.gov/node/28c4fc71-a2bf-4d5f-b02b-ca7be744fbf5,c96589bd-0dfc-47a4-b040-11dba49d2ebd,1.0
Atrium,715,51c49162-8a2b-4071-8367-44506e73d6e0,Atrium,"An atrium is a large open space located within a building, extending several stories high and having a glazed roof.",https://bedes.lbl.gov/node/51c49162-8a2b-4071-8367-44506e73d6e0,c96589bd-0dfc-47a4-b040-11dba49d2ebd,1.0
Other,716,,,,,,
Unknown,717,,,,,,
Property management company,718,97445bb1-94df-4d88-96e1-edc86c13a618,Property management company,Contact Information for the property management company.,https://bedes.lbl.gov/node/97445bb1-94df-4d88-96e1-edc86c13a618,7d3e348a-253b-44aa-8b01-2967133a0c0c,1.0
Corporation/partnership/LLC,719,1999d8c7-1a1f-47f1-b596-48205f477d2e,Corporation partnership LLC,,https://bedes.lbl.gov/node/1999d8c7-1a1f-47f1-b596-48205f477d2e,24bd82d8-839c-4442-a939-457fae1d207d,0.9703703703703704
Religious organization,720,bee7b002-6e82-4d58-8a4d-124f40f39cf3,Religious organization,Occupants are members of a religion-supporting organization.,https://bedes.lbl.gov/node/bee7b002-6e82-4d58-8a4d-124f40f39cf3,9990e638-f884-446b-9218-c5855a7e7955,1.0
Individual,721,2b76c339-0c11-432a-9b8a-c932d6a3fdbf,Individual,,https://bedes.lbl.gov/node/2b76c339-0c11-432a-9b8a-c932d6a3fdbf,24bd82d8-839c-4442-a939-457fae1d207d,1.0
Franchise,722,b754f989-5f76-4e01-b7ae-2f4ecac6c5c0,Franchise,,https://bedes.lbl.gov/node/b754f989-5f76-4e01-b7ae-2f4ecac6c5c0,24bd82d8-839c-4442-a939-457fae1d207d,1.0
Other non-government,723,84668a43-3398-4bf4-8eee-c8a1e6aa2a30,Other non government,,https://bedes.lbl.gov/node/84668a43-3398-4bf4-8eee-c8a1e6aa2a30,24bd82d8-839c-4442-a939-457fae1d207d,0.98
Government,724,6df5eb00-6bd9-421d-87ab-fad964d94a98,Government,A government-sponsored organization owns the premises.,https://bedes.lbl.gov/node/6df5eb00-6bd9-421d-87ab-fad964d94a98,24bd82d8-839c-4442-a939-457fae1d207d,1.0
Federal government,725,1d32c525-ab75-479b-a425-9be8c045a5e6,Federal government,Occupants are members or employees of the federal government.,https://bedes.lbl.gov/node/1d32c525-ab75-479b-a425-9be8c045a5e6,9990e638-f884-446b-9218-c5855a7e7955,1.0
State government,726,a47e8a57-35c9-4d33-87e9-36c84648918f,State government,Occupants are members or employees of state government.,https://bedes.lbl.gov/node/a47e8a57-35c9-4d33-87e9-36c84648918f,9990e638-f884-446b-9218-c5855a7e7955,1.0
Local government,727,5c08e58e-2ebf-4e35-bd4e-6658ad0bfb92,Local government,Occupants are members or employees of local government.,https://bedes.lbl.gov/node/5c08e58e-2ebf-4e35-bd4e-6658ad0bfb92,9990e638-f884-446b-9218-c5855a7e7955,1.0
Other,728,,,,,,
Unknown,729,,,,,,
Owned,730,c0fbfeef-bfcc-434a-8f5c-2fae152ee06e,Owned,Premises are legally owned without a mortgage,https://bedes.lbl.gov/node/c0fbfeef-bfcc-434a-8f5c-2fae152ee06e,11aa3a57-c513-4a19-89ec-3b2a4f2b2088,1.0
Mortgaged,731,4007a8dd-e044-479b-9d52-46bae602a33a,Mortgaged,Premises are legally owned with a mortgage,https://bedes.lbl.gov/node/4007a8dd-e044-479b-9d52-46bae602a33a,11aa3a57-c513-4a19-89ec-3b2a4f2b2088,1.0
Leased,732,49b70c22-e96c-4f06-9286-42e04494fa22,Lease,Financed through lease arrangement,https://bedes.lbl.gov/node/49b70c22-e96c-4f06-9286-42e04494fa22,df6b02d4-7642-4209-a9cd-680756a05d60,0.9666666666666667
Rented,733,7df17451-be71-4989-8679-a6cc8bae2c48,Rented,Premises are rented/leased to a tenant other than the owner,https://bedes.lbl.gov/node/7df17451-be71-4989-8679-a6cc8bae2c48,11aa3a57-c513-4a19-89ec-3b2a4f2b2088,1.0
Occupied without payment of rent,734,,,,,,
Other,735,,,,,,
Unknown,736,,,,,,
Manufactured home,737,8b9f33b0-db45-4176-87a3-4f9baf399718,Manufactured home,"Manufactured homes are prefabricated somewhere other than the current site. Manufactured homes include premises such as house boats, mobile homes, and trailers.",https://bedes.lbl.gov/node/8b9f33b0-db45-4176-87a3-4f9baf399718,c96589bd-0dfc-47a4-b040-11dba49d2ebd,1.0
Single family,738,c1ad1213-8653-4526-a0c2-e64140f21abb,Single family,Housing units created in an existing residential or nonresidential premises.,https://bedes.lbl.gov/node/c1ad1213-8653-4526-a0c2-e64140f21abb,c96589bd-0dfc-47a4-b040-11dba49d2ebd,1.0
Multifamily,739,16f36d01-5653-4d36-83bb-44abb5f0bbbf,Multifamily,Multifamily housing premises of any configuration.,https://bedes.lbl.gov/node/16f36d01-5653-4d36-83bb-44abb5f0bbbf,c96589bd-0dfc-47a4-b040-11dba49d2ebd,1.0
