attribute_name,attribute_id,attribute_path,bedes_content_uuid,bedes_term,bedes_category,bedes_definition,bedes_url,distance,term_or_lo,matched_to_term,matched_term_URL,matched_to_word,matched_word_example_URL,unmatched_words 
FloorAreaCustomName,2077,BuildingSync.Facilities.Facility.Systems.PlugLoads.PlugLoad.LinkedPremises.Space.LinkedSpaceID.FloorAreas.FloorArea.FloorAreaCustomName,,,,,,,"List-Option, Term, List-Option","Floor, Area, Name","https://bedes.lbl.gov/node/ad1928cc-d319-4ac5-8a48-d626afeb8e56, https://bedes.lbl.gov/node/09d61aee-b740-4655-8a5c-75ccf98d3731, https://bedes.lbl.gov/node/7f7a2ada-00a2-4354-9c71-18c024765239",,,Custom
FloorAreaValue,2078,BuildingSync.Facilities.Facility.Systems.PlugLoads.PlugLoad.LinkedPremises.Space.LinkedSpaceID.FloorAreas.FloorArea.FloorAreaValue,,,,,,,"List-Option, Term, Term","Floor, Area, Value","https://bedes.lbl.gov/node/ad1928cc-d319-4ac5-8a48-d626afeb8e56, https://bedes.lbl.gov/node/09d61aee-b740-4655-8a5c-75ccf98d3731, https://bedes.lbl.gov/node/da999cb7-348a-461f-aa5f-b1c37857be79",,,
FloorAreaPercentage,2079,BuildingSync.Facilities.Facility.Systems.PlugLoads.PlugLoad.LinkedPremises.Space.LinkedSpaceID.FloorAreas.FloorArea.FloorAreaPercentage,,,,,,,"List-Option, Term","Floor, Area","https://bedes.lbl.gov/node/ad1928cc-d319-4ac5-8a48-d626afeb8e56, https://bedes.lbl.gov/node/09d61aee-b740-4655-8a5c-75ccf98d3731",Percentage,https://bedes.lbl.gov/node/83a7940f-046b-4b7a-b4f4-382e156c0d9e,
Story,2080,BuildingSync.Facilities.Facility.Systems.PlugLoads.PlugLoad.LinkedPremises.Space.LinkedSpaceID.FloorAreas.FloorArea.Story,,,,,,,,,,,,Story
UserDefinedFields,2081,BuildingSync.Facilities.Facility.Systems.PlugLoads.PlugLoad.UserDefinedFields,,,,,,,List-Option,Fields,https://bedes.lbl.gov/node/89d1f367-f69d-4529-9b9d-51df4477c5ac,,,"User, Defined"
UserDefinedField,2082,BuildingSync.Facilities.Facility.Systems.PlugLoads.PlugLoad.UserDefinedFields.UserDefinedField,,,,,,,List-Option,Field,https://bedes.lbl.gov/node/e1e05474-b6a7-4fec-9a3a-301060fd72f9,,,"User, Defined"
FieldName,2083,BuildingSync.Facilities.Facility.Systems.PlugLoads.PlugLoad.UserDefinedFields.UserDefinedField.FieldName,,,,,,,"List-Option, List-Option","Field, Name","https://bedes.lbl.gov/node/e1e05474-b6a7-4fec-9a3a-301060fd72f9, https://bedes.lbl.gov/node/7f7a2ada-00a2-4354-9c71-18c024765239",,,
FieldValue,2084,BuildingSync.Facilities.Facility.Systems.PlugLoads.PlugLoad.UserDefinedFields.UserDefinedField.FieldValue,,,,,,,"List-Option, Term","Field, Value","https://bedes.lbl.gov/node/e1e05474-b6a7-4fec-9a3a-301060fd72f9, https://bedes.lbl.gov/node/da999cb7-348a-461f-aa5f-b1c37857be79",,,
Quantity,2085,BuildingSync.Facilities.Facility.Systems.PlugLoads.PlugLoad.Quantity,aebf37a3-692f-4129-a659-ddd8ebaed422,Quantity,Global Terms,The number of specified units,https://bedes.lbl.gov/node/aebf37a3-692f-4129-a659-ddd8ebaed422,1.0,Term,,,,,
MiscellaneousElectricLoad,2086,BuildingSync.Facilities.Facility.Systems.PlugLoads.MiscellaneousElectricLoad,,,,,,,List-Option,Electric,https://bedes.lbl.gov/node/93d8182a-b71a-4ba4-96c2-f16087a01f0f,"Miscellaneous, Load","https://bedes.lbl.gov/node/0b910c2d-c2aa-499f-b259-7cc321b51113, https://bedes.lbl.gov/node/c660688f-f159-4792-a727-da9205af43cf",
ProcessLoads,2087,BuildingSync.Facilities.Facility.Systems.ProcessLoads,3f819176-b118-438b-a2d3-50402b0fc579,Process load,,,https://bedes.lbl.gov/node/3f819176-b118-438b-a2d3-50402b0fc579,0.9666666666666666,List-Option,,,,,
ProcessLoad,2088,BuildingSync.Facilities.Facility.Systems.ProcessLoads.ProcessLoad,3f819176-b118-438b-a2d3-50402b0fc579,Process load,,,https://bedes.lbl.gov/node/3f819176-b118-438b-a2d3-50402b0fc579,0.9833333333333333,List-Option,,,,,
ProcessLoadType,2089,BuildingSync.Facilities.Facility.Systems.ProcessLoads.ProcessLoad.ProcessLoadType,55d4daf1-bb0c-4b4e-ac8a-46814701b5ff,Process Load Type,Loads,Plug load essential to routine processes.,https://bedes.lbl.gov/node/55d4daf1-bb0c-4b4e-ac8a-46814701b5ff,0.9764705882352941,Term,,,,,
ProcessLoadPeakPower,2090,BuildingSync.Facilities.Facility.Systems.ProcessLoads.ProcessLoad.ProcessLoadPeakPower,,,,,,,"List-Option, List-Option","Process, Power","https://bedes.lbl.gov/node/51e1e609-a302-4aac-b52e-f796df94e31a, https://bedes.lbl.gov/node/9ee77602-520f-4069-9170-6b01cd495bb9","Load, Peak","https://bedes.lbl.gov/node/c660688f-f159-4792-a727-da9205af43cf, https://bedes.lbl.gov/node/d7d7520d-0a35-4439-b112-6dcb43938928",
ProcessLoadStandbyPower,2091,BuildingSync.Facilities.Facility.Systems.ProcessLoads.ProcessLoad.ProcessLoadStandbyPower,,,,,,,"List-Option, List-Option, List-Option","Process, Standby, Power","https://bedes.lbl.gov/node/51e1e609-a302-4aac-b52e-f796df94e31a, https://bedes.lbl.gov/node/4a260c58-6db8-4a66-8314-b38036579187, https://bedes.lbl.gov/node/9ee77602-520f-4069-9170-6b01cd495bb9",Load,https://bedes.lbl.gov/node/c660688f-f159-4792-a727-da9205af43cf,
HeatGainFraction,2092,BuildingSync.Facilities.Facility.Systems.ProcessLoads.ProcessLoad.HeatGainFraction,,,,,,,,,,"Heat, Gain, Fraction","https://bedes.lbl.gov/node/5df5cf85-3552-44e3-a6a7-022c9b84610b, https://bedes.lbl.gov/node/5df5cf85-3552-44e3-a6a7-022c9b84610b, https://bedes.lbl.gov/node/f5e46b67-69e7-4df4-9bdc-2a1badd478b0",
DutyCycle,2093,BuildingSync.Facilities.Facility.Systems.ProcessLoads.ProcessLoad.DutyCycle,23f54b10-6508-4e19-a5ee-ed3d652f829a,Duty Cycle,Global Terms,Percent of time the system operates.,https://bedes.lbl.gov/node/23f54b10-6508-4e19-a5ee-ed3d652f829a,0.98,Term,,,,,
ControlTechnology,2094,BuildingSync.Facilities.Facility.Systems.ProcessLoads.ProcessLoad.ControlTechnology,9f25b506-119d-4216-950e-8c2530512ce9,Control Technology,Controls and Operations,Technological device that enables control of the system.,https://bedes.lbl.gov/node/9f25b506-119d-4216-950e-8c2530512ce9,0.9888888888888889,Term,,,,,
ThirdPartyCertification,2095,BuildingSync.Facilities.Facility.Systems.ProcessLoads.ProcessLoad.ThirdPartyCertification,68b749ce-4da6-4224-9152-57d9ce4a07f3,Third party certification,,Fenestration rating produced by a third-party certification body.,https://bedes.lbl.gov/node/68b749ce-4da6-4224-9152-57d9ce4a07f3,0.984,List-Option,,,,,
YearInstalled,2096,BuildingSync.Facilities.Facility.Systems.ProcessLoads.ProcessLoad.YearInstalled,,,,,,,"List-Option, List-Option","Year, Installed","https://bedes.lbl.gov/node/d66ce29c-dc1b-4a9e-b0ba-abc5c35ed6b1, https://bedes.lbl.gov/node/89e2f3f7-3a4e-42f5-bed5-3c1bb8113edd",,,
YearofManufacture,2097,BuildingSync.Facilities.Facility.Systems.ProcessLoads.ProcessLoad.YearofManufacture,935c6bff-fc4f-4fed-a9d2-59bfd70268df,Year of Manufacture,Global Terms,Year the product was produced and labeled by the manufacturer.,https://bedes.lbl.gov/node/935c6bff-fc4f-4fed-a9d2-59bfd70268df,0.9789473684210527,Term,,,,,
PrimaryFuel,2098,BuildingSync.Facilities.Facility.Systems.ProcessLoads.ProcessLoad.PrimaryFuel,,,,,,,List-Option,Primary,https://bedes.lbl.gov/node/1dde198d-0fbd-4f6d-9cd2-2223a2bf01cd,Fuel,https://bedes.lbl.gov/node/d117694f-e524-4bbe-947a-3079a7ae4ece,
Manufacturer,2099,BuildingSync.Facilities.Facility.Systems.ProcessLoads.ProcessLoad.Manufacturer,b5eee59c-938f-4ad2-b987-4ec1b620f757,Manufacturer,Global Terms,Manufacturer of the product.,https://bedes.lbl.gov/node/b5eee59c-938f-4ad2-b987-4ec1b620f757,1.0,Term,,,,,
ModelNumber,2100,BuildingSync.Facilities.Facility.Systems.ProcessLoads.ProcessLoad.ModelNumber,77ad671a-e05f-4700-81aa-cc6d4c43a26a,Model Number,Global Terms,Model or catalogue number that can be used to identify more detailed component or asset characteristics.,https://bedes.lbl.gov/node/77ad671a-e05f-4700-81aa-cc6d4c43a26a,0.9833333333333333,Term,,,,,
Location,2101,BuildingSync.Facilities.Facility.Systems.ProcessLoads.ProcessLoad.Location,f1f0585d-19da-47e1-824f-6e109fb136c8,Location,Global Terms,"Spatial location or installation location. This can apply to systems, opaque surfaces, etc.",https://bedes.lbl.gov/node/f1f0585d-19da-47e1-824f-6e109fb136c8,1.0,Term,,,,,
LinkedPremises,2102,BuildingSync.Facilities.Facility.Systems.ProcessLoads.ProcessLoad.LinkedPremises,,,,,,,List-Option,Premises,https://bedes.lbl.gov/node/195698ac-0fbc-4457-9b6d-71c95d98f564,,,Linked
Facility,2103,BuildingSync.Facilities.Facility.Systems.ProcessLoads.ProcessLoad.LinkedPremises.Facility,,,,,,,,,,Facility,https://bedes.lbl.gov/node/f1573c10-fc34-4e6c-9b65-4766bdeedb88,
LinkedFacilityID,2104,BuildingSync.Facilities.Facility.Systems.ProcessLoads.ProcessLoad.LinkedPremises.Facility.LinkedFacilityID,,,,,,,List-Option,ID,https://bedes.lbl.gov/node/fa5b0da0-216c-48c1-b2e2-041cafc31493,Facility,https://bedes.lbl.gov/node/f1573c10-fc34-4e6c-9b65-4766bdeedb88,Linked
LinkedScheduleIDs,2105,BuildingSync.Facilities.Facility.Systems.ProcessLoads.ProcessLoad.LinkedPremises.Facility.LinkedFacilityID.LinkedScheduleIDs,,,,,,,"List-Option, List-Option","Schedule, ID","https://bedes.lbl.gov/node/8fbe43d0-4ba3-4c0c-ac70-7e397d4ca60b, https://bedes.lbl.gov/node/fa5b0da0-216c-48c1-b2e2-041cafc31493",,,Linked
LinkedScheduleID,2106,BuildingSync.Facilities.Facility.Systems.ProcessLoads.ProcessLoad.LinkedPremises.Facility.LinkedFacilityID.LinkedScheduleIDs.LinkedScheduleID,,,,,,,"List-Option, List-Option","Schedule, ID","https://bedes.lbl.gov/node/8fbe43d0-4ba3-4c0c-ac70-7e397d4ca60b, https://bedes.lbl.gov/node/fa5b0da0-216c-48c1-b2e2-041cafc31493",,,Linked
FloorAreas,2107,BuildingSync.Facilities.Facility.Systems.ProcessLoads.ProcessLoad.LinkedPremises.Facility.LinkedFacilityID.FloorAreas,,,,,,,"List-Option, Term","Floor, Areas","https://bedes.lbl.gov/node/ad1928cc-d319-4ac5-8a48-d626afeb8e56, https://bedes.lbl.gov/node/09d61aee-b740-4655-8a5c-75ccf98d3731",,,
FloorArea,2108,BuildingSync.Facilities.Facility.Systems.ProcessLoads.ProcessLoad.LinkedPremises.Facility.LinkedFacilityID.FloorAreas.FloorArea,,,,,,,"List-Option, Term","Floor, Area","https://bedes.lbl.gov/node/ad1928cc-d319-4ac5-8a48-d626afeb8e56, https://bedes.lbl.gov/node/09d61aee-b740-4655-8a5c-75ccf98d3731",,,
FloorAreaType,2109,BuildingSync.Facilities.Facility.Systems.ProcessLoads.ProcessLoad.LinkedPremises.Facility.LinkedFacilityID.FloorAreas.FloorArea.FloorAreaType,,,,,,,"List-Option, Term","Floor, Area","https://bedes.lbl.gov/node/ad1928cc-d319-4ac5-8a48-d626afeb8e56, https://bedes.lbl.gov/node/09d61aee-b740-4655-8a5c-75ccf98d3731",Type,https://bedes.lbl.gov/node/de020bd3-d8df-47d9-a283-07ff78275c84,
FloorAreaCustomName,2110,BuildingSync.Facilities.Facility.Systems.ProcessLoads.ProcessLoad.LinkedPremises.Facility.LinkedFacilityID.FloorAreas.FloorArea.FloorAreaCustomName,,,,,,,"List-Option, Term, List-Option","Floor, Area, Name","https://bedes.lbl.gov/node/ad1928cc-d319-4ac5-8a48-d626afeb8e56, https://bedes.lbl.gov/node/09d61aee-b740-4655-8a5c-75ccf98d3731, https://bedes.lbl.gov/node/7f7a2ada-00a2-4354-9c71-18c024765239",,,Custom
FloorAreaValue,2111,BuildingSync.Facilities.Facility.Systems.ProcessLoads.ProcessLoad.LinkedPremises.Facility.LinkedFacilityID.FloorAreas.FloorArea.FloorAreaValue,,,,,,,"List-Option, Term, Term","Floor, Area, Value","https://bedes.lbl.gov/node/ad1928cc-d319-4ac5-8a48-d626afeb8e56, https://bedes.lbl.gov/node/09d61aee-b740-4655-8a5c-75ccf98d3731, https://bedes.lbl.gov/node/da999cb7-348a-461f-aa5f-b1c37857be79",,,
FloorAreaPercentage,2112,BuildingSync.Facilities.Facility.Systems.ProcessLoads.ProcessLoad.LinkedPremises.Facility.LinkedFacilityID.FloorAreas.FloorArea.FloorAreaPercentage,,,,,,,"List-Option, Term","Floor, Area","https://bedes.lbl.gov/node/ad1928cc-d319-4ac5-8a48-d626afeb8e56, https://bedes.lbl.gov/node/09d61aee-b740-4655-8a5c-75ccf98d3731",Percentage,https://bedes.lbl.gov/node/83a7940f-046b-4b7a-b4f4-382e156c0d9e,
Story,2113,BuildingSync.Facilities.Facility.Systems.ProcessLoads.ProcessLoad.LinkedPremises.Facility.LinkedFacilityID.FloorAreas.FloorArea.Story,,,,,,,,,,,,Story
Site,2114,BuildingSync.Facilities.Facility.Systems.ProcessLoads.ProcessLoad.LinkedPremises.Site,9903ed36-9213-4446-b9af-3f165cfed87c,Site,,Site refers to the land on which the premises is built on.,https://bedes.lbl.gov/node/9903ed36-9213-4446-b9af-3f165cfed87c,1.0,List-Option,,,,,
LinkedSiteID,2115,BuildingSync.Facilities.Facility.Systems.ProcessLoads.ProcessLoad.LinkedPremises.Site.LinkedSiteID,,,,,,,"List-Option, List-Option","Site, ID","https://bedes.lbl.gov/node/14a1960d-aa62-412e-ab5e-4431a319d1be, https://bedes.lbl.gov/node/fa5b0da0-216c-48c1-b2e2-041cafc31493",,,Linked
LinkedScheduleIDs,2116,BuildingSync.Facilities.Facility.Systems.ProcessLoads.ProcessLoad.LinkedPremises.Site.LinkedSiteID.LinkedScheduleIDs,,,,,,,"List-Option, List-Option","Schedule, ID","https://bedes.lbl.gov/node/8fbe43d0-4ba3-4c0c-ac70-7e397d4ca60b, https://bedes.lbl.gov/node/fa5b0da0-216c-48c1-b2e2-041cafc31493",,,Linked
LinkedScheduleID,2117,BuildingSync.Facilities.Facility.Systems.ProcessLoads.ProcessLoad.LinkedPremises.Site.LinkedSiteID.LinkedScheduleIDs.LinkedScheduleID,,,,,,,"List-Option, List-Option","Schedule, ID","https://bedes.lbl.gov/node/8fbe43d0-4ba3-4c0c-ac70-7e397d4ca60b, https://bedes.lbl.gov/node/fa5b0da0-216c-48c1-b2e2-041cafc31493",,,Linked
FloorAreas,2118,BuildingSync.Facilities.Facility.Systems.ProcessLoads.ProcessLoad.LinkedPremises.Site.LinkedSiteID.FloorAreas,,,,,,,"List-Option, Term","Floor, Areas","https://bedes.lbl.gov/node/ad1928cc-d319-4ac5-8a48-d626afeb8e56, https://bedes.lbl.gov/node/09d61aee-b740-4655-8a5c-75ccf98d3731",,,
FloorArea,2119,BuildingSync.Facilities.Facility.Systems.ProcessLoads.ProcessLoad.LinkedPremises.Site.LinkedSiteID.FloorAreas.FloorArea,,,,,,,"List-Option, Term","Floor, Area","https://bedes.lbl.gov/node/ad1928cc-d319-4ac5-8a48-d626afeb8e56, https://bedes.lbl.gov/node/09d61aee-b740-4655-8a5c-75ccf98d3731",,,
FloorAreaType,2120,BuildingSync.Facilities.Facility.Systems.ProcessLoads.ProcessLoad.LinkedPremises.Site.LinkedSiteID.FloorAreas.FloorArea.FloorAreaType,,,,,,,"List-Option, Term","Floor, Area","https://bedes.lbl.gov/node/ad1928cc-d319-4ac5-8a48-d626afeb8e56, https://bedes.lbl.gov/node/09d61aee-b740-4655-8a5c-75ccf98d3731",Type,https://bedes.lbl.gov/node/de020bd3-d8df-47d9-a283-07ff78275c84,
FloorAreaCustomName,2121,BuildingSync.Facilities.Facility.Systems.ProcessLoads.ProcessLoad.LinkedPremises.Site.LinkedSiteID.FloorAreas.FloorArea.FloorAreaCustomName,,,,,,,"List-Option, Term, List-Option","Floor, Area, Name","https://bedes.lbl.gov/node/ad1928cc-d319-4ac5-8a48-d626afeb8e56, https://bedes.lbl.gov/node/09d61aee-b740-4655-8a5c-75ccf98d3731, https://bedes.lbl.gov/node/7f7a2ada-00a2-4354-9c71-18c024765239",,,Custom
FloorAreaValue,2122,BuildingSync.Facilities.Facility.Systems.ProcessLoads.ProcessLoad.LinkedPremises.Site.LinkedSiteID.FloorAreas.FloorArea.FloorAreaValue,,,,,,,"List-Option, Term, Term","Floor, Area, Value","https://bedes.lbl.gov/node/ad1928cc-d319-4ac5-8a48-d626afeb8e56, https://bedes.lbl.gov/node/09d61aee-b740-4655-8a5c-75ccf98d3731, https://bedes.lbl.gov/node/da999cb7-348a-461f-aa5f-b1c37857be79",,,
FloorAreaPercentage,2123,BuildingSync.Facilities.Facility.Systems.ProcessLoads.ProcessLoad.LinkedPremises.Site.LinkedSiteID.FloorAreas.FloorArea.FloorAreaPercentage,,,,,,,"List-Option, Term","Floor, Area","https://bedes.lbl.gov/node/ad1928cc-d319-4ac5-8a48-d626afeb8e56, https://bedes.lbl.gov/node/09d61aee-b740-4655-8a5c-75ccf98d3731",Percentage,https://bedes.lbl.gov/node/83a7940f-046b-4b7a-b4f4-382e156c0d9e,
Story,2124,BuildingSync.Facilities.Facility.Systems.ProcessLoads.ProcessLoad.LinkedPremises.Site.LinkedSiteID.FloorAreas.FloorArea.Story,,,,,,,,,,,,Story
Building,2125,BuildingSync.Facilities.Facility.Systems.ProcessLoads.ProcessLoad.LinkedPremises.Building,ee24930d-e880-4212-b3f7-ac8f511111d4,Building,,"A building is a single structure wholly or partially enclosed within exterior walls, or within exterior and abutment walls (party walls), and a roof, affording shelter to persons, animals, or property. A building can be two or more units held in the condominium form of ownership that are governed by the same board of managers.",https://bedes.lbl.gov/node/ee24930d-e880-4212-b3f7-ac8f511111d4,1.0,List-Option,,,,,
LinkedBuildingID,2126,BuildingSync.Facilities.Facility.Systems.ProcessLoads.ProcessLoad.LinkedPremises.Building.LinkedBuildingID,,,,,,,"List-Option, List-Option","Building, ID","https://bedes.lbl.gov/node/6207b4d5-694c-430a-a5c9-f375ba2eebc7, https://bedes.lbl.gov/node/fa5b0da0-216c-48c1-b2e2-041cafc31493",,,Linked
LinkedScheduleIDs,2127,BuildingSync.Facilities.Facility.Systems.ProcessLoads.ProcessLoad.LinkedPremises.Building.LinkedBuildingID.LinkedScheduleIDs,,,,,,,"List-Option, List-Option","Schedule, ID","https://bedes.lbl.gov/node/8fbe43d0-4ba3-4c0c-ac70-7e397d4ca60b, https://bedes.lbl.gov/node/fa5b0da0-216c-48c1-b2e2-041cafc31493",,,Linked
LinkedScheduleID,2128,BuildingSync.Facilities.Facility.Systems.ProcessLoads.ProcessLoad.LinkedPremises.Building.LinkedBuildingID.LinkedScheduleIDs.LinkedScheduleID,,,,,,,"List-Option, List-Option","Schedule, ID","https://bedes.lbl.gov/node/8fbe43d0-4ba3-4c0c-ac70-7e397d4ca60b, https://bedes.lbl.gov/node/fa5b0da0-216c-48c1-b2e2-041cafc31493",,,Linked
FloorAreas,2129,BuildingSync.Facilities.Facility.Systems.ProcessLoads.ProcessLoad.LinkedPremises.Building.LinkedBuildingID.FloorAreas,,,,,,,"List-Option, Term","Floor, Areas","https://bedes.lbl.gov/node/ad1928cc-d319-4ac5-8a48-d626afeb8e56, https://bedes.lbl.gov/node/09d61aee-b740-4655-8a5c-75ccf98d3731",,,
FloorArea,2130,BuildingSync.Facilities.Facility.Systems.ProcessLoads.ProcessLoad.LinkedPremises.Building.LinkedBuildingID.FloorAreas.FloorArea,,,,,,,"List-Option, Term","Floor, Area","https://bedes.lbl.gov/node/ad1928cc-d319-4ac5-8a48-d626afeb8e56, https://bedes.lbl.gov/node/09d61aee-b740-4655-8a5c-75ccf98d3731",,,
FloorAreaType,2131,BuildingSync.Facilities.Facility.Systems.ProcessLoads.ProcessLoad.LinkedPremises.Building.LinkedBuildingID.FloorAreas.FloorArea.FloorAreaType,,,,,,,"List-Option, Term","Floor, Area","https://bedes.lbl.gov/node/ad1928cc-d319-4ac5-8a48-d626afeb8e56, https://bedes.lbl.gov/node/09d61aee-b740-4655-8a5c-75ccf98d3731",Type,https://bedes.lbl.gov/node/de020bd3-d8df-47d9-a283-07ff78275c84,
FloorAreaCustomName,2132,BuildingSync.Facilities.Facility.Systems.ProcessLoads.ProcessLoad.LinkedPremises.Building.LinkedBuildingID.FloorAreas.FloorArea.FloorAreaCustomName,,,,,,,"List-Option, Term, List-Option","Floor, Area, Name","https://bedes.lbl.gov/node/ad1928cc-d319-4ac5-8a48-d626afeb8e56, https://bedes.lbl.gov/node/09d61aee-b740-4655-8a5c-75ccf98d3731, https://bedes.lbl.gov/node/7f7a2ada-00a2-4354-9c71-18c024765239",,,Custom
FloorAreaValue,2133,BuildingSync.Facilities.Facility.Systems.ProcessLoads.ProcessLoad.LinkedPremises.Building.LinkedBuildingID.FloorAreas.FloorArea.FloorAreaValue,,,,,,,"List-Option, Term, Term","Floor, Area, Value","https://bedes.lbl.gov/node/ad1928cc-d319-4ac5-8a48-d626afeb8e56, https://bedes.lbl.gov/node/09d61aee-b740-4655-8a5c-75ccf98d3731, https://bedes.lbl.gov/node/da999cb7-348a-461f-aa5f-b1c37857be79",,,
FloorAreaPercentage,2134,BuildingSync.Facilities.Facility.Systems.ProcessLoads.ProcessLoad.LinkedPremises.Building.LinkedBuildingID.FloorAreas.FloorArea.FloorAreaPercentage,,,,,,,"List-Option, Term","Floor, Area","https://bedes.lbl.gov/node/ad1928cc-d319-4ac5-8a48-d626afeb8e56, https://bedes.lbl.gov/node/09d61aee-b740-4655-8a5c-75ccf98d3731",Percentage,https://bedes.lbl.gov/node/83a7940f-046b-4b7a-b4f4-382e156c0d9e,
Story,2135,BuildingSync.Facilities.Facility.Systems.ProcessLoads.ProcessLoad.LinkedPremises.Building.LinkedBuildingID.FloorAreas.FloorArea.Story,,,,,,,,,,,,Story
Subsection,2136,BuildingSync.Facilities.Facility.Systems.ProcessLoads.ProcessLoad.LinkedPremises.Subsection,,,,,,,,,,,,Subsection
LinkedSubsectionID,2137,BuildingSync.Facilities.Facility.Systems.ProcessLoads.ProcessLoad.LinkedPremises.Subsection.LinkedSubsectionID,,,,,,,List-Option,ID,https://bedes.lbl.gov/node/fa5b0da0-216c-48c1-b2e2-041cafc31493,,,"Linked, Subsection"
LinkedScheduleIDs,2138,BuildingSync.Facilities.Facility.Systems.ProcessLoads.ProcessLoad.LinkedPremises.Subsection.LinkedSubsectionID.LinkedScheduleIDs,,,,,,,"List-Option, List-Option","Schedule, ID","https://bedes.lbl.gov/node/8fbe43d0-4ba3-4c0c-ac70-7e397d4ca60b, https://bedes.lbl.gov/node/fa5b0da0-216c-48c1-b2e2-041cafc31493",,,Linked
LinkedScheduleID,2139,BuildingSync.Facilities.Facility.Systems.ProcessLoads.ProcessLoad.LinkedPremises.Subsection.LinkedSubsectionID.LinkedScheduleIDs.LinkedScheduleID,,,,,,,"List-Option, List-Option","Schedule, ID","https://bedes.lbl.gov/node/8fbe43d0-4ba3-4c0c-ac70-7e397d4ca60b, https://bedes.lbl.gov/node/fa5b0da0-216c-48c1-b2e2-041cafc31493",,,Linked
FloorAreas,2140,BuildingSync.Facilities.Facility.Systems.ProcessLoads.ProcessLoad.LinkedPremises.Subsection.LinkedSubsectionID.FloorAreas,,,,,,,"List-Option, Term","Floor, Areas","https://bedes.lbl.gov/node/ad1928cc-d319-4ac5-8a48-d626afeb8e56, https://bedes.lbl.gov/node/09d61aee-b740-4655-8a5c-75ccf98d3731",,,
FloorArea,2141,BuildingSync.Facilities.Facility.Systems.ProcessLoads.ProcessLoad.LinkedPremises.Subsection.LinkedSubsectionID.FloorAreas.FloorArea,,,,,,,"List-Option, Term","Floor, Area","https://bedes.lbl.gov/node/ad1928cc-d319-4ac5-8a48-d626afeb8e56, https://bedes.lbl.gov/node/09d61aee-b740-4655-8a5c-75ccf98d3731",,,
FloorAreaType,2142,BuildingSync.Facilities.Facility.Systems.ProcessLoads.ProcessLoad.LinkedPremises.Subsection.LinkedSubsectionID.FloorAreas.FloorArea.FloorAreaType,,,,,,,"List-Option, Term","Floor, Area","https://bedes.lbl.gov/node/ad1928cc-d319-4ac5-8a48-d626afeb8e56, https://bedes.lbl.gov/node/09d61aee-b740-4655-8a5c-75ccf98d3731",Type,https://bedes.lbl.gov/node/de020bd3-d8df-47d9-a283-07ff78275c84,
FloorAreaCustomName,2143,BuildingSync.Facilities.Facility.Systems.ProcessLoads.ProcessLoad.LinkedPremises.Subsection.LinkedSubsectionID.FloorAreas.FloorArea.FloorAreaCustomName,,,,,,,"List-Option, Term, List-Option","Floor, Area, Name","https://bedes.lbl.gov/node/ad1928cc-d319-4ac5-8a48-d626afeb8e56, https://bedes.lbl.gov/node/09d61aee-b740-4655-8a5c-75ccf98d3731, https://bedes.lbl.gov/node/7f7a2ada-00a2-4354-9c71-18c024765239",,,Custom
