BuildingSyncPath,State,RequiredValues,RequiredPairedElement,GroupID,GroupingLevel
BuildingSync.Facilities.Facility.Sites.Site.Buildings.Building.OccupancyLevels.OccupancyLevel,,,,,
BuildingSync.Facilities.Facility.Sites.Site.Buildings.Building.OccupancyLevels.OccupancyLevel.OccupantType,,,,,
BuildingSync.Facilities.Facility.Sites.Site.Buildings.Building.OccupancyLevels.OccupancyLevel.OccupantQuantityType,,,,,
BuildingSync.Facilities.Facility.Sites.Site.Buildings.Building.OccupancyLevels.OccupancyLevel.OccupantQuantity,,,,,
BuildingSync.Facilities.Facility.Sites.Site.Buildings.Building.TypicalOccupantUsages,,,,,
BuildingSync.Facilities.Facility.Sites.Site.Buildings.Building.TypicalOccupantUsages.TypicalOccupantUsage,,,,,
BuildingSync.Facilities.Facility.Sites.Site.Buildings.Building.TypicalOccupantUsages.TypicalOccupantUsage.TypicalOccupantUsageValue,,,,,
BuildingSync.Facilities.Facility.Sites.Site.Buildings.Building.TypicalOccupantUsages.TypicalOccupantUsage.TypicalOccupantUsageUnits,,,,,
BuildingSync.Facilities.Facility.Sites.Site.Buildings.Building.Ownership,,,,,
BuildingSync.Facilities.Facility.Sites.Site.Buildings.Building.OwnershipStatus,,,,,
BuildingSync.Facilities.Facility.Sites.Site.Buildings.Building.PrimaryContactID,,,,,
BuildingSync.Facilities.Facility.Sites.Site.Buildings.Building.TenantIDs,,,,,
BuildingSync.Facilities.Facility.Sites.Site.Buildings.Building.TenantIDs.TenantID,,,,,
BuildingSync.Facilities.Facility.Sites.Site.Buildings.Building.FloorAreas,Required,,,,
BuildingSync.Facilities.Facility.Sites.Site.Buildings.Building.FloorAreas.FloorArea,Required,,,,
BuildingSync.Facilities.Facility.Sites.Site.Buildings.Building.FloorAreas.FloorArea.FloorAreaType,Required,,,,
BuildingSync.Facilities.Facility.Sites.Site.Buildings.Building.FloorAreas.FloorArea.FloorAreaCustomName,,,,,
BuildingSync.Facilities.Facility.Sites.Site.Buildings.Building.FloorAreas.FloorArea.FloorAreaValue,Required,,,,
BuildingSync.Facilities.Facility.Sites.Site.Buildings.Building.FloorAreas.FloorArea.FloorAreaPercentage,,,,,
BuildingSync.Facilities.Facility.Sites.Site.Buildings.Building.FloorAreas.FloorArea.Story,,,,,
BuildingSync.Facilities.Facility.Sites.Site.Buildings.Building.UserDefinedFields,,,,,
BuildingSync.Facilities.Facility.Sites.Site.Buildings.Building.UserDefinedFields.UserDefinedField,,,,,
BuildingSync.Facilities.Facility.Sites.Site.Buildings.Building.UserDefinedFields.UserDefinedField.FieldName,Optional,BRICR ID 1,BuildingSync.Facilities.Facility.Sites.Site.Buildings.Building.UserDefinedFields.UserDefinedField.FieldValue,,
BuildingSync.Facilities.Facility.Sites.Site.Buildings.Building.UserDefinedFields.UserDefinedField.FieldValue,Optional,,,,
BuildingSync.Facilities.Facility.Sites.Site.Buildings.Building.UserDefinedFields.UserDefinedField.FieldName,Optional,BRICR ID 2,BuildingSync.Facilities.Facility.Sites.Site.Buildings.Building.UserDefinedFields.UserDefinedField.FieldValue,,
BuildingSync.Facilities.Facility.Sites.Site.Buildings.Building.UserDefinedFields.UserDefinedField.FieldValue,Optional,,,,
BuildingSync.Facilities.Facility.Sites.Site.PremisesIdentifiers,,,,,
BuildingSync.Facilities.Facility.Sites.Site.PremisesIdentifiers.PremisesIdentifier,,,,,
BuildingSync.Facilities.Facility.Sites.Site.PremisesIdentifiers.PremisesIdentifier.IdentifierLabel,,,,,
BuildingSync.Facilities.Facility.Sites.Site.PremisesIdentifiers.PremisesIdentifier.IdentifierCustomName,,,,,
BuildingSync.Facilities.Facility.Sites.Site.PremisesIdentifiers.PremisesIdentifier.IdentifierValue,,,,,
BuildingSync.Facilities.Facility.Sites.Site.PremisesName,,,,,
BuildingSync.Facilities.Facility.Sites.Site.PremisesNotes,,,,,
BuildingSync.Facilities.Facility.Sites.Site.OccupancyClassification,,,,,
BuildingSync.Facilities.Facility.Sites.Site.Address,Required,,,,
BuildingSync.Facilities.Facility.Sites.Site.Address.StreetAddressDetail,Required,,,,
BuildingSync.Facilities.Facility.Sites.Site.Address.StreetAddressDetail.Simplified,Required,,,,
BuildingSync.Facilities.Facility.Sites.Site.Address.StreetAddressDetail.Simplified.StreetAddress,Required,,,,
BuildingSync.Facilities.Facility.Sites.Site.Address.StreetAddressDetail.Simplified.StreetAdditionalInfo,,,,,
BuildingSync.Facilities.Facility.Sites.Site.Address.StreetAddressDetail.Complex,,,,,
BuildingSync.Facilities.Facility.Sites.Site.Address.StreetAddressDetail.Complex.StreetNumberPrefix,,,,,
BuildingSync.Facilities.Facility.Sites.Site.Address.StreetAddressDetail.Complex.StreetNumberNumeric,,,,,
BuildingSync.Facilities.Facility.Sites.Site.Address.StreetAddressDetail.Complex.StreetNumberSuffix,,,,,
BuildingSync.Facilities.Facility.Sites.Site.Address.StreetAddressDetail.Complex.StreetDirPrefix,,,,,
BuildingSync.Facilities.Facility.Sites.Site.Address.StreetAddressDetail.Complex.StreetName,,,,,
BuildingSync.Facilities.Facility.Sites.Site.Address.StreetAddressDetail.Complex.StreetAdditionalInfo,,,,,
BuildingSync.Facilities.Facility.Sites.Site.Address.StreetAddressDetail.Complex.StreetSuffix,,,,,
BuildingSync.Facilities.Facility.Sites.Site.Address.StreetAddressDetail.Complex.StreetSuffixModifier,,,,,
BuildingSync.Facilities.Facility.Sites.Site.Address.StreetAddressDetail.Complex.StreetDirSuffix,,,,,
BuildingSync.Facilities.Facility.Sites.Site.Address.StreetAddressDetail.Complex.SubaddressType,,,,,
BuildingSync.Facilities.Facility.Sites.Site.Address.StreetAddressDetail.Complex.SubaddressIdentifier,,,,,
BuildingSync.Facilities.Facility.Sites.Site.Address.City,Required,,,,
BuildingSync.Facilities.Facility.Sites.Site.Address.State,Required,,,,
BuildingSync.Facilities.Facility.Sites.Site.Address.PostalCode,Required,,,,
BuildingSync.Facilities.Facility.Sites.Site.Address.PostalCodePlus4,,,,,
BuildingSync.Facilities.Facility.Sites.Site.Address.County,,,,,
BuildingSync.Facilities.Facility.Sites.Site.Address.Country,,,,,
BuildingSync.Facilities.Facility.Sites.Site.FloorAreas,,,,,
BuildingSync.Facilities.Facility.Sites.Site.FloorAreas.FloorArea,,,,,
BuildingSync.Facilities.Facility.Sites.Site.FloorAreas.FloorArea.FloorAreaType,,,,,
BuildingSync.Facilities.Facility.Sites.Site.FloorAreas.FloorArea.FloorAreaCustomName,,,,,
BuildingSync.Facilities.Facility.Sites.Site.FloorAreas.FloorArea.FloorAreaValue,,,,,
BuildingSync.Facilities.Facility.Sites.Site.FloorAreas.FloorArea.FloorAreaPercentage,,,,,
BuildingSync.Facilities.Facility.Sites.Site.FloorAreas.FloorArea.Story,,,,,
BuildingSync.Facilities.Facility.Sites.Site.Ownership,Optional,,,,
BuildingSync.Facilities.Facility.Sites.Site.OwnershipStatus,,,,,
BuildingSync.Facilities.Facility.Sites.Site.PrimaryContactID,,,,,
BuildingSync.Facilities.Facility.Sites.Site.UserDefinedFields,,,,,
BuildingSync.Facilities.Facility.Sites.Site.UserDefinedFields.UserDefinedField,,,,,
BuildingSync.Facilities.Facility.Sites.Site.UserDefinedFields.UserDefinedField.FieldName,,,,,
BuildingSync.Facilities.Facility.Sites.Site.UserDefinedFields.UserDefinedField.FieldValue,,,,,
BuildingSync.Facilities.Facility.Systems,,,,,
BuildingSync.Facilities.Facility.Systems.HVACSystems,,,,,
BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem,,,,,
BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem.Plants,,,,,
BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem.Plants.HeatingPlants,,,,,
BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem.Plants.HeatingPlants.HeatingPlant,,,,,
BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem.Plants.HeatingPlants.HeatingPlant.HeatingPlantCondition,,,,,
BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem.Plants.HeatingPlants.HeatingPlant.Boiler,,,,,
BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem.Plants.HeatingPlants.HeatingPlant.Boiler.BoilerType,,,,,
BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem.Plants.HeatingPlants.HeatingPlant.Boiler.BurnerQuantity,,,,,
BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem.Plants.HeatingPlants.HeatingPlant.Boiler.BurnerTurndownRatio,,,,,
BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem.Plants.HeatingPlants.HeatingPlant.Boiler.CondensingOperation,,,,,
BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem.Plants.HeatingPlants.HeatingPlant.Boiler.InputCapacity,,,,,
BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem.Plants.HeatingPlants.HeatingPlant.Boiler.OutputCapacity,,,,,
BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem.Plants.HeatingPlants.HeatingPlant.Boiler.NumberOfHeatingStages,,,,,
BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem.Plants.HeatingPlants.HeatingPlant.Boiler.HeatingStageCapacityFraction,,,,,
BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem.Plants.HeatingPlants.HeatingPlant.Boiler.AnnualHeatingEfficiencyValue,,,,,
BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem.Plants.HeatingPlants.HeatingPlant.Boiler.CombustionEfficiency,,,,,
BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem.Plants.HeatingPlants.HeatingPlant.Boiler.ThermalEfficiency,,,,,
BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem.Plants.HeatingPlants.HeatingPlant.Boiler.BoilerInsulationRValue,,,,,
BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem.Plants.HeatingPlants.HeatingPlant.Boiler.BoilerInsulationThickness,,,,,
BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem.Plants.HeatingPlants.HeatingPlant.Boiler.HotWaterBoilerMinimumFlowRate,,,,,
BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem.Plants.HeatingPlants.HeatingPlant.Boiler.HotWaterBoilerMaximumFlowRate,,,,,
BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem.Plants.HeatingPlants.HeatingPlant.Boiler.BoilerEWT,,,,,
BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem.Plants.HeatingPlants.HeatingPlant.Boiler.BoilerLWT,,,,,
BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem.Plants.HeatingPlants.HeatingPlant.Boiler.HotWaterResetControl,,,,,
BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem.Plants.HeatingPlants.HeatingPlant.Boiler.SteamBoilerMinimumOperatingPressure,,,,,
BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem.Plants.HeatingPlants.HeatingPlant.Boiler.SteamBoilerMaximumOperatingPressure,,,,,
BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem.Plants.HeatingPlants.HeatingPlant.Boiler.BoilerPercentCondensateReturn,,,,,
BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem.Plants.HeatingPlants.HeatingPlant.Boiler.BurnerType,,,,,
BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem.Plants.HeatingPlants.HeatingPlant.Boiler.BurnerControlType,,,,,
BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem.Plants.HeatingPlants.HeatingPlant.Boiler.IgnitionType,,,,,
BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem.Plants.HeatingPlants.HeatingPlant.Boiler.DraftType,,,,,
BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem.Plants.HeatingPlants.HeatingPlant.Boiler.HeatingStaging,,,,,
BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem.Plants.HeatingPlants.HeatingPlant.Boiler.CapacityUnits,,,,,
BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem.Plants.HeatingPlants.HeatingPlant.Boiler.Priority,,,,,
BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem.Plants.HeatingPlants.HeatingPlant.Boiler.AnnualHeatingEfficiencyUnit,,,,,
BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem.Plants.HeatingPlants.HeatingPlant.Boiler.ThirdPartyCertification,,,,,
BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem.Plants.HeatingPlants.HeatingPlant.Boiler.UserDefinedFields,,,,,
BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem.Plants.HeatingPlants.HeatingPlant.Boiler.UserDefinedFields.UserDefinedField,,,,,
BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem.Plants.HeatingPlants.HeatingPlant.Boiler.UserDefinedFields.UserDefinedField.FieldName,,,,,
BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem.Plants.HeatingPlants.HeatingPlant.Boiler.UserDefinedFields.UserDefinedField.FieldValue,,,,,
BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem.Plants.HeatingPlants.HeatingPlant.Boiler.Quantity,,,,,
BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem.Plants.HeatingPlants.HeatingPlant.DistrictHeating,,,,,
BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem.Plants.HeatingPlants.HeatingPlant.DistrictHeating.DistrictHeatingType,,,,,
BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem.Plants.HeatingPlants.HeatingPlant.DistrictHeating.OutputCapacity,,,,,
BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem.Plants.HeatingPlants.HeatingPlant.DistrictHeating.AnnualHeatingEfficiencyValue,,,,,
BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem.Plants.HeatingPlants.HeatingPlant.DistrictHeating.HotWaterBoilerMaximumFlowRate,,,,,
BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem.Plants.HeatingPlants.HeatingPlant.DistrictHeating.BoilerLWT,,,,,
BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem.Plants.HeatingPlants.HeatingPlant.DistrictHeating.SteamBoilerMinimumOperatingPressure,,,,,
BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem.Plants.HeatingPlants.HeatingPlant.DistrictHeating.SteamBoilerMaximumOperatingPressure,,,,,
BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem.Plants.HeatingPlants.HeatingPlant.DistrictHeating.CapacityUnits,,,,,
BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem.Plants.HeatingPlants.HeatingPlant.DistrictHeating.AnnualHeatingEfficiencyUnit,,,,,
BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem.Plants.HeatingPlants.HeatingPlant.DistrictHeating.Quantity,,,,,
BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem.Plants.HeatingPlants.HeatingPlant.SolarThermal,,,,,
BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem.Plants.HeatingPlants.HeatingPlant.SolarThermal.OutputCapacity,,,,,
BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem.Plants.HeatingPlants.HeatingPlant.SolarThermal.AnnualHeatingEfficiencyValue,,,,,
BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem.Plants.HeatingPlants.HeatingPlant.SolarThermal.CapacityUnits,,,,,
BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem.Plants.HeatingPlants.HeatingPlant.SolarThermal.AnnualHeatingEfficiencyUnit,,,,,
BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem.Plants.HeatingPlants.HeatingPlant.SolarThermal.Quantity,,,,,
BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem.Plants.HeatingPlants.HeatingPlant.OtherCombination,,,,,
BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem.Plants.HeatingPlants.HeatingPlant.NoHeating,,,,,
BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem.Plants.HeatingPlants.HeatingPlant.Unknown,,,,,
BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem.Plants.CoolingPlants,,,,,
BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem.Plants.CoolingPlants.CoolingPlant,,,,,
BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem.Plants.CoolingPlants.CoolingPlant.CoolingPlantCondition,,,,,
BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem.Plants.CoolingPlants.CoolingPlant.Chiller,,,,,
BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem.Plants.CoolingPlants.CoolingPlant.Chiller.ChillerType,,,,,
BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem.Plants.CoolingPlants.CoolingPlant.Chiller.ChillerCompressorDriver,,,,,
BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem.Plants.CoolingPlants.CoolingPlant.Chiller.ChillerCompressorType,,,,,
BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem.Plants.CoolingPlants.CoolingPlant.Chiller.NumberOfDiscreteCoolingStages,,,,,
BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem.Plants.CoolingPlants.CoolingPlant.Chiller.CoolingStageCapacity,,,,,
BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem.Plants.CoolingPlants.CoolingPlant.Chiller.CondenserPlantIDs,,,,,
BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem.Plants.CoolingPlants.CoolingPlant.Chiller.CondenserPlantIDs.CondenserPlantID,,,,,
BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem.Plants.CoolingPlants.CoolingPlant.Chiller.RefrigerantChargeFactor,,,,,
BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem.Plants.CoolingPlants.CoolingPlant.Chiller.AbsorptionHeatSource,,,,,
BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem.Plants.CoolingPlants.CoolingPlant.Chiller.AbsorptionStages,,,,,
BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem.Plants.CoolingPlants.CoolingPlant.Chiller.AnnualCoolingEfficiencyValue,,,,,
BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem.Plants.CoolingPlants.CoolingPlant.Chiller.MinimumPartLoadRatio,,,,,
BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem.Plants.CoolingPlants.CoolingPlant.Chiller.RatedCoolingSensibleHeatRatio,,,,,
BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem.Plants.CoolingPlants.CoolingPlant.Chiller.PartLoadRatioBelowWhichHotGasBypassOperates,,,,,
BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem.Plants.CoolingPlants.CoolingPlant.Chiller.ChilledWaterResetControl,,,,,
BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem.Plants.CoolingPlants.CoolingPlant.Chiller.ChilledWaterSupplyTemperature,,,,,
BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem.Plants.CoolingPlants.CoolingPlant.Chiller.ActiveDehumidification,,,,,
BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem.Plants.CoolingPlants.CoolingPlant.Chiller.CompressorStaging,,,,,
BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem.Plants.CoolingPlants.CoolingPlant.Chiller.Refrigerant,,,,,
BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem.Plants.CoolingPlants.CoolingPlant.Chiller.AnnualCoolingEfficiencyUnits,,,,,
BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem.Plants.CoolingPlants.CoolingPlant.Chiller.Capacity,,,,,
BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem.Plants.CoolingPlants.CoolingPlant.Chiller.CapacityUnits,,,,,
BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem.Plants.CoolingPlants.CoolingPlant.Chiller.ThirdPartyCertification,,,,,
BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem.Plants.CoolingPlants.CoolingPlant.Chiller.Quantity,,,,,
